Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,(+/-) Ganancia (pérdida),(+/-) Ajustes por gastos por impuestos a las ganancias,( + ) Ajustes por gastos de depreciación y amortización,(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo,(+) Ajustes por provisiones,(+) Ajustes por costos financieros,(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas,(+/-) Ajustes por pérdidas (ganancias) del valor razonable,(-) Ajustes por ganancias no distribuidas de asociadas,(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes,(+/-) Otros ajustes para conciliar la ganancia (pérdida),Total ajustes para conciliar la ganancia (pérdida),(+/-) Ajustes por disminuciones (incrementos) en los inventarios,(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial,(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación,(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial,(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,(+) Otros cobros por la venta de participaciones en negocios conjuntos,(-) Otros pagos para adquirir participaciones en negocios conjuntos,"(+) Importes procedentes de la venta de propiedades, planta y equipo","(-) Compras de propiedades, planta y equipo",(+) Importes procedentes de ventas de activos intangibles,(-) Compras de activos intangibles,(+) Recursos por ventas de otros activos a largo plazo,(-) Compras de otros activos a largo plazo,(-) Anticipos de efectivo y préstamos concedidos a terceros,(+) Cobros procedentes del reembolso de anticipos  y préstamos concedidos a terceros,"(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera","(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",(+) Dividendos recibidos,(+) Intereses recibidos,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,(+) Importes procedentes de aumento de capital y/o recolocación de acciones,(-) Disminución de capital social y/o readquisición de acciones,(-) Pagos por otras participaciones en el patrimonio,(+) Importe procedente del aumento prima por emisión,(-) Disminución de prima por emisión,(+) Importes procedentes de préstamos,(-) Reembolsos de préstamos,(-) Pagos de pasivos por arrendamientos financieros,(-) Dividendos pagados,(-) Intereses pagados,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,Incremento (disminución) neto de efectivo y equivalentes al efectivo,Efectivo y equivalentes al efectivo al principio del periodo,Efectivo y equivalentes al efectivo al final del periodo
177956,900832370,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,635184,329048,147074,,,,,,,,-63070,413052,-292152,-455371,-7000,421792,-412039,,303466,,,,,,,,390841,,4886,,,,,,,,,,-395727,,,,,,,8764,,,,,-8764,-101025,,-101025,346159,245134
177977,900215784,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,12750,,0,,,,,,,,,0,,-25867,,36818,,-33451,-9750,,,,,,,12970,,,,,,,,,,,,-4300,8670,,,,,,,,,,,1080,1080,0,,0,0,0
177979,900060879,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2105360,200849,143932,,,,,,,,,344781,-4395340,-301901,,6560050,,-3483731,829219,,,,,,,,,,,,,,,,,,,-187886,-187886,,,,,,,,,,,,,641333,,641333,430905,1072238
178011,900926287,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,430035,,0,,,,,,,,,0,58766,-807404,,297320,,-38594,-59877,,,,,,,59897,,,,,,,,,,,,,59897,,,,,,,,,,,,,20,,20,55,75
178020,890913379,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-204334,42748,39502,5878,,8715,,-341164,,,-11210,-255531,,-379,-10539,-166756,,-37207,-674746,,,607847,40263,,,,23307,,,,,,,,,,10831,,555108,,,,,,,,,,,,,-119638,,-119638,141800,22162
178058,800177980,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-857,,,,,,,,,,,,,,,,857,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0
178079,900316668,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-205533,0,0,0,0,0,0,0,0,0,0,0,0,0,513016,0,-256763,-43321,7399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16389,16389,0,0,0,0,0,0,0,0,0,0,27,27,23815,0,23815,159771,183586
178082,890933089,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1946626,,143840,,511974,,,,,,,655814,,341134,,-287758,,-452716,2203100,,144759,,,,,,397757,,,,,,,,,,,,-542516,,,,,,400000,1447548,,700000,,,-1747548,-86964,,-86964,336732,249768
178091,816001576,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,578740,,14750,,338505,,,,,,,353255,,-312772,,-141697,-122647,215226,570105,,,,,,,,331689,,4912,,,,,,,,,-338505,-675106,,,,,,,,,,,-10164,-10164,-115165,,-115165,373773,258608
178167,800161568,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5991248,2425029,10767299,2922206,,4143708,,152915,4349531,,-12467093,3594533,,-2824644,5389635,-20802389,11107129,-3695785,-1240273,,,,,,,,184231,,27868,,,,,,,1449161,,-33000,1204062,,,,,,6430634,,,3000000,,,3430634,3394423,,3394423,3199334,6593757
178168,800164580,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1096446,-906177,1393484,,892803,,,,,,,1380110,216659,-155976,227153,-720662,612022,-723425,1932327,,,,,,,,928188,,,2484863,,,,,,,,-826498,730177,,,,,,,,,,,-2469084,-2469084,193420,,193420,53754,247174
178176,804008789,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,497198,8206,84327,,27941,,,,,,-195419,-74945,90214,-914921,,-40558,,,-443012,,,,,,,18903,220821,,,4918,0,,,,,,,,-197000,,,,,,,,,,,546664,546664,-93348,,-93348,171963,78615
178202,900438181,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,509466,,71827,,,,,,,,,71827,,-341402,-371035,-182795,1366337,,1052398,,,,,,,23000,175798,,,,,,,,,,,,-152798,,,,,,,,,,,,,899600,,899600,380011,1279611
178205,900164487,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,42818,471571,218047,,,,,,,,41553,731171,,,523102,4620,,-38244,1263467,,,,,,,,59127,,,,,,,,,,,,-59127,,,,,,,,,1125518,,,-1125518,78822,,78822,18102,96924
178249,860001056,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1715304,-542097,-45687,,,,,,,,,-587784,-1369339,-967048,,1422134,,,213267,,,,,,,,3877,,,,,,,,,600000,,-614807,-18684,,,,,,,,,614804,0,2654,-612150,-417567,,-417567,612150,194583
178309,900138972,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-227117,3413,,,28091,,,,,,,31504,,25979,2041415,,-37405,,1834376,,,,,,,,,,,,,,,,,,,-20612307,-20612307,,,,,,,1834376,,,,20612307,18777931,0,,0,10350,10350
178323,900961779,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-748094,-16064,74566,,,,,,,,,58502,,370558,105183,269273,101079,69911,226412,,,,89060,,,,,,58079,,,,,,,,,-18329,-165468,,,,,,,31373,,,,,-31373,29571,,29571,36563,66134
178325,900587475,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,52590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213486,17006
178353,890111275,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5091016,2586708,706784,0,0,,,,,,,3293492,3370477,-17181310,0,-3004458,-2285192,0,-10715975,0,0,0,0,0,0,0,3153969,0,0,0,0,0,0,0,0,0,0,0,-3153969,0,0,0,0,0,0,0,0,0,0,4286580,4286580,-9583364,,-9583364,20161324,10577960
178362,900578795,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1654239,11361,681638,100000,,,,,,,,792999,,1929,-1644,524766,57191,277825,-1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1173,,-1173,1820,647
178386,900439985,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1287447,-9853,398802,0,0,0,0,0,0,0,856032,1244981,0,358272,0,-314709,0,-113966,-112869,0,0,0,0,0,0,437217,0,0,0,0,0,0,0,0,0,0,0,-118519,318698,0,0,0,0,0,0,9772,0,0,0,-165892,-175664,30165,0,30165,5766,35931
178492,900342373,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,108309,4367,2063,,,,,,,,,6430,-333726,-1740606,,-582544,,3612494,1070357,,,,,,,2848,,173,,,,,,,,,,-934953,-931932,,,,,,,27305,,,,,-27305,111120,-90776,20344,7917,28261
178519,860064081,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-726664,,4061858,,,,,,,,-1191719,2870139,1855262,3780059,0,-288607,-533352,16477,6973314,,,,,,,,,,2510672,,,,,,,,,,-2510672,,,,,,,601026,,,,,-601026,3861616,,3861616,1257465,5119081
178533,860007884,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,208801,,1329787,150292,18792,4819439,,,,-1177848,-75704,5064758,-1583922,1287946,,-3305035,4797109,,6469657,,,,,,,372003,871480,,,,,,,,,,,1778148,1278671,,,,,,284482647,292621462,,,,,-8138815,-390487,,-390487,4293052,3902565
178583,860047876,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2044862,,,,,,,,,,,,894161,2860393,,-7303554,,-6585810,-8089948,,,1640116,,,,1813408,,,,,,,,,,,,,3453524,,,,,,,,,,,4458613,4458613,-177811,,-177811,179420,1609
178584,900309264,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3443320,,11805,,,,77080,-3932941,,,,-3844056,,1614091,,-1810553,,,-597198,,,,170737,,,,,,,,,,,,,,,,-170737,,,,,,1050000,,175000,,,,875000,107065,,107065,88619,195684
178598,900036975,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,588112,,,,,,,,,,-662000,-662000,,-260910,,1137981,,-20465,782718,,,,,,,,218517,,,,,,,,,,,-135735,-354252,,,,,,,,,,,194444,194444,622910,,622910,21238,644148
178612,900114274,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2006875,-5948,,,,,,,,,,-5948,,,1889094,,-25320,,3864701,,,,,,,,,,,,,,,,,,,-4237796,-4237796,,,,,,,,,,,375471,375471,2376,,2376,1446,3822
178624,800065590,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,276752,,,,,,,,,,,,123221,-578665,,166324,,,-12368,,,,,,,,,,,,,,,,,,,32904,32904,,,,,,,,,,,,,20536,,20536,243737,264273
178641,900395986,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,605927,,,,,,,,,,,,,647490,4503782,-29732,-5692642,-535320,-500495,,,,,,,,420250,,,,,,,,,,,,-420250,,,,,,,,,,,,,-920745,,-920745,3653825,2733080
178645,805012199,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-49991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21904,521529
178647,900671982,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1793108,22813,2176,,,,121879,,,,4310,151178,,352407,-79289,-10007,-46746,9266552,7840987,,,,,,,,,,,,,,,,,,,,,,,,,,,7761804,,,,,-7761804,79183,,79183,248816,327999
178656,800247875,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,198551,155192,240339,,,,,,223509,,,172022,1438137,-686312,,-641763,209567,-108148,582054,,,,,,,,607179,,,,,,,,,,,,-607179,,,,,,6977092,7137004,,,,,-159912,-185037,,-185037,248002,62965
178680,890929088,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3313819,-486806,616658,,,,,-40934,,-120000,145,-30937,778477,7032882,-351519,59214,-313990,,10487946,,,,,,,120000,224408,,,16953,,,,,,,,18205,-69250,,,,,,,,,11074006,,-95947,-11169953,-751257,,-751257,8071947,7320690
178686,901109004,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-7820431,642133,45033,,,,-24784,-1972134,,9852,8943003,7643103,,-79950,848380,-5181,,-225164,360757,,,,,,,239000,1207968,,,,,,,,,,845,40106,-928017,9550,,,556225,,,,,,,,565775,-1485,,-1485,7277,5792
178722,900428574,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,145830,67753,227809,,,,,,,,,295562,-154398,-232300,602327,,,-217979,439042,,,,,,,,1837680,,,,,,,,,,,887746,-949934,,,,,,899996,124474,,132000,,,643522,132630,,132630,1480833,1613463
178728,890405999,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,76742,,24748,,,,,,,,,24748,-3932,97176,3878,-17951,2117,-7910,174868,,,,,,,322768,,,,,,,,,,,,,322768,,,,,,,,,,,-422581,-422581,75055,,75055,408091,483146
178741,901259780,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9617373,173941,2238238,,,,,,,,-5216982,-2804803,,-540193,,704104,,,6976481,,,,,,,1152767,,,,,,,,,,,,,1152767,108217,,,,43096039,78000000,,,,,,35012178,43141426,,43141426,77755,43219181
178788,804002491,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4207698,,0,,,,,,,,,0,-45581,-5723806,,1703427,,16164,157902,,,,,,,45913,,,,,,,,,,,,-2908,43005,,,,,,,,,,,-204557,-204557,-3650,,-3650,40754,37104
178791,800118787,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,172731,,395356,,,,,,,,,395356,-5114039,-1519445,,76060,82158,,-5907179,,,57731,,,,,487795,,,,,,,,,,,,-430064,,,,,,2985922,,,,,2971099,5957021,-380222,,-380222,420956,40734
178814,900192581,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-465476,216680,37485,,,,,,,89848,,344013,,-1165028,,-2664227,,3775,-3946943,,,787707,3167966,,,8601809,401000,,,,,,,,,,,,5820550,3715470,,,,,,,4811191,669807,,,-1765528,108079,,108079,1244809,1352888
178827,800051084,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,633573,,5387,,110236,,,,,,66022,181645,,24528,271834,-2631,-961849,-44931,102169,,,,,,,51021,,,,,32174,,,,,,,2733590,2752437,,,,,,,2875219,,,,20526,-2854693,-87,,-87,89,2
178847,816001564,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1832152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219932,185622
178862,805013176,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-233840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,2965
178867,802023873,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,425688,0,176209,0,0,0,0,0,0,0,0,176209,-175819,-2187985,0,1076522,842985,157798,315398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588469,0,52094,-536375,-220977,0,-220977,227890,6913
178888,891300882,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,343750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52142,24665
178901,811043174,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7853401,,2296410,,,,,,,,,2296410,-10794534,7480412,,2567402,,3212532,12615623,,,,,,,,5322860,,,,,,,,,,,,-5322860,,,,,,,3404299,,,,-93,-3404392,3888371,,3888371,2718075,6606446
178950,890404273,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,92240,-77584,148809,,79039,,,,,,,150264,14611,-609549,,-1079093,,221084,-1210443,,,,144599,,,51549,280783,,,,,,,,,,,1482216,1108383,,,,,,,,,,,,,-102060,,-102060,168416,66356
178959,800129789,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,159872,,62097,,,25938,,,,,-17905,70130,366763,466115,141291,-1397636,-132855,,-326320,,,,,,,,,,,,,,,,,,1185,65000,66185,,,,,,1802,,,,4345,-25938,-28481,-288616,,-288616,309786,21170
178982,829000980,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2853938,,851417,,,,,,,,2013119,2864536,-188263,-2599424,1611107,398775,128033,,-639174,,,,,,,,26976695,,,21217,,,,,,,,,-26955478,3272590,,,,,16110923,,,,,8355933,27739446,144794,,144794,24340,169134
179004,900469586,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,769279,,,,,,,,,,,,,-428264,,-52533,9991,,298473,,,,,,,,,,,,,,,,,,,-515847,-515847,,,,,,,,,,,230780,230780,13406,,13406,6131,19537
179014,860532188,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,299557,142056,86586,,,,,,,,,228642,-2115167,743299,3613570,-162502,-1757620,,849779,112414,,,,,,,552280,,,,,,,,,,,,-439866,,,,,,,400000,,,,,-400000,9913,,9913,881676,891589
179021,890504581,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-67122,542954,338545,,,,,,,,,881499,,-4295238,-74038,,-389860,,-3944759,,,,,,,,,,,,,,,,,9991,,,9991,,6967675,,,4846055,,,,,,-25777676,-37591406,-41526174,,-41526174,41614611,88437
179065,900259779,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1639422,,524536,22549,106620,,,,,,,653705,506301,-838136,,2280772,-478596,-1230539,2532929,,,,,,,,1251091,,,,,,,,,,,,-1251091,,,,,,86385,,,,,-1249597,-1163212,118626,,118626,31754,150380
179066,800046874,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,323348,409667,280139,,,,,,,,486217,1176023,809478,343370,95418,-457826,-36192,-5974732,-3721113,,,,,,,,,,,,,,,,,,,2815,2815,,,,,,5575714,4453642,,,,2559426,3681498,-36800,,-36800,566606,529806
179070,890913372,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2889677,-1839242,7288,,,,,,,,-4808,-1836762,,-562201,,2405,,,493119,,46715,,,,,,301055,,,,,,,,,,,,-347770,,,,,,,,,,,,,145349,,145349,1477202,1622551
179074,804008680,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,41112,,16244,,,,,,,,,16244,,215897,112019,472768,-168031,0,690009,,,,,,,,171044,,,,,,,,,,,,-171044,,,,,,,,,,,,,518965,,518965,124473,643438
179097,830054682,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2583898,2643,,,,,,,,,,2643,,553698,,-1785,,-21516,3116938,,,,,,,,,,,13775,1522618,,,,,,,,-1508843,,,,,,,,,,,-1618316,-1618316,-10221,,-10221,16334,6113
179113,900387190,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8925692,,,,,,,,9002027,,,-9002027,,-44,,-2668282,,-3612,-2748273,,,,,,,,,,,,,,,,,2744522,,,2744522,,,,,,,,,,,,,-3751,,-3751,4869,1118
179131,900760172,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-6995,1954,,,,,,,,,,1954,,19797,0,,-349,,14407,,,,,,,,,,,,,,,,,47260,,,47260,,,,,,,,,139041,,,-139041,-77374,,-77374,130605,53231
179138,900472789,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4863548,433814,148140,,,,,,2708188,-1664331,-902,-3791467,0,138911,,-53061,-308573,,849358,,,,27119,,,2270000,1235000,,,,,,,,,,,,1007881,,,,,,,1057692,,870707,,,-1928399,-71160,,-71160,143192,72032
179152,890114076,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15519511,45101011,997918,,,3632,,,,,-62087208,-15984647,,-510512,,8838,1630326,,663516,,4158567,508288,,,,,,,269173,,,,,,,5350196,814362,,2245106,,,,,,,,,,,,,2908622,,2908622,932276,3840898
179154,900423076,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5809558,5,,,,,,,,,,5,,,,1095767,140291,,7045621,,,,,,,,,,,,,,,,,,,-7019362,-7019362,,,,,,,,,,,,,26259,,26259,2755,29014
179164,900018278,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10174,4722,64920,,,,,,,,,69642,,-1017,840,-79158,,,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,481,867,1348
179166,900983976,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-8801410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246273,5342931
179172,860036374,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,346051,,,,,,,,,,,,,67455,,-14329,,-263819,135358,,,,,,,124000,,,,,,,,,,,,-1268845,-1144845,,,,,,,,,,,-13393,-13393,-1022880,,-1022880,1146370,123490
179177,860523574,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,186658,2894,,,,,,,,,,2894,,,387193,,-44901,,531844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,-500000,31844,,31844,32311,64155
179184,811045777,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,210506,10656,37823,,,,,,,,,48479,,,-60241,,67189,,265933,,,,,,,,471534,,,641415,,,,,,,,,169881,,,,,,,,,300000,,,-300000,135814,,135814,183240,319054
179210,900352277,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,136927,,327325,,,,,,,,,327325,,-90556,,191851,,354489,920036,,,,,,,,592607,,,,,,,,,,,,-592607,,,,,,,,,,,,,327429,,327429,824978,1152407
179268,800188578,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,722707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5761258,4506186
179275,800181975,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4868792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
179307,900062985,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,918026,-34291,193127,,,,,-159469,,-160000,,-160633,,2832839,-8773,-1835562,9333,-308681,1446549,,,,,,,,248797,,,,135854,,,,,,,-95160,-479811,,,,,,,,,,,-74563,-74563,892175,,892175,2460774,3352949
179321,800185776,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,364811,,304262,171412,,,,,,,,475674,,,-1413262,,855047,-45072,237198,,,,,,,,213576,,,,,,,,,,,,-213576,,,,,,,,,,,,0,23622,,23622,36697,60319
179336,813007077,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,144098,-212511,2859562,,,,,,,,,2647051,-286450,-2585788,675935,365783,-1164572,-4790,-208733,,,,,,,191000,3386987,,,,,,,,,,,,-3195987,21840,,,2335016,,1271542,,,,,110199,3738597,333877,,333877,386793,720670
179338,890306172,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4392448,1223752,1245672,202793,30789,,,-5260834,,,,-2557828,,991371,54672,28322,-1955486,,953499,0,,23961,,,,,618635,3045,,,2068450,,,,,0,,,-2660079,,,,,,,36178,345050,720000,,-10500,-1111728,-2818308,,-2818308,2969864,151556
179353,890200179,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4489070,,1986790,,,,,,,,,1986790,-10737187,-2841514,1244060,2743632,-57687,,-3172836,,,,,,,,1642711,,3345730,,,,,,,,,,-4988441,,,314000,,,8011625,275414,,,,2390000,9812211,1650934,,1650934,3233057,4883991
179358,900308782,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1937050,44312,336125,,,,,-101673,,,1120111,1398875,57898,-122476,-233583,49997,-163933,-73627,-1023899,,,,,,,73006,,,,,78344,,,,,,,,-5338,,,,,,1029237,,,,,,1029237,0,,0,1000,1000
179400,900319291,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,148117,-62679,276907,,53761,,,,,,7125,275114,,-48062,-310121,-2049898,,-35001,-2019851,,,,,,,,8589,,3404679,,,,,,,,,,-3413268,8478810,,,,,1531127,1543807,,,,,8466130,3033011,,3033011,3285991,6319002
179423,807006174,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5252615,544623,254582,,,,,,-1212739,,-4357,2007587,4201164,107629,,-3377234,-5415361,-1008901,1767499,1800000,649900,,,,,1488,597592,,11297,,,,,,,,,2961452,3504151,,,,,,40819006,47255380,,,,,-6436374,-1164724,0,-1164724,2660487,1495763
179426,890406491,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1465727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364458,,,,11159011,6917677
179448,901032289,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,46242263,-343306,3471,,,,,,45563538,,,-45903373,652060,,,,-602173,-716,388061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388061,,388061,47905,435966
179456,900552776,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,27040,29671,56375,,,,,-410,,,12256,97892,,560520,,-140049,-740000,,-194597,,,740000,,,,,,,,,515000,,,,,,,,225000,,,,,,,,,,,,,30403,,30403,64210,94613
179459,830095937,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9045851,815396,0,1396,0,0,0,-10455785,0,0,0,-9638993,0,737833,0,517956,-152797,0,509850,0,509300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-509300,0,0,0,0,0,0,0,0,0,0,0,0,550,,550,25113,25663
179461,860009487,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3737726,,58822,,,,-1629945,23846,2762440,,1471872,-2837845,,,-1070558,,-3871261,-2569992,-6611930,,,,,,,6146850,64942,,,,,,,,,,,,6081908,465680,,,,,,,,,,,465680,-64342,,-64342,422207,357865
179479,860027583,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4278515,,-4691219,,,,,,-10844447,,,6153228,-5077,-2576096,,2536428,,-674304,9712694,,,,,,,,,,,,,,,,,,,-12756886,-12756886,,,,,,1681943,,,,,1504295,3186238,142046,,142046,1154461,1296507
179483,891855774,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-806560,-81072,174159,82027,,,,,,,-29470,145644,368725,9122,564248,-108854,50667,-466398,-243406,,,,,,,,,,,,,,,,,,,,,,,,,,232949,,,,,,232949,-10457,,-10457,54464,44007
179486,890911296,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-39492,9,,,,,,,,37494,-1,37502,,,,,2003,,13,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,14,,14,93,107
179519,800133177,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,45812496,-947178,31980,,,,,-14191103,24565811,,-6780,-39678892,,-13598,,-1907760,-83454,-1969151,2159641,,,,,,,,,,,,,,,,,8160000,,120243,8280243,,,,,,4782548,,,15104000,,,-10321452,118432,,118432,1306567,1424999
179526,900536676,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1093099,,234319,170000,,,,,,,,404319,,,-535753,,2783465,5030,3750160,3443463,,,,,,362232,,,,,,,,,,,,,3805695,20,,5597,,,,7374322,,,,,-7379899,175956,,175956,15892,191849
