Ganancia bruta,"Ganancia (pérdida), antes de impuestos",Efectivo y equivalentes al efectivo,Gastos de administración,Total de activos,Total pasivos,Razón de la Deuda/Ingresos (%),Ganancias acumuladas,Ganancia (pérdida),Impago
0,-126,245134,126,7159212,5110846,0.7138838744,2045366,-126,0
3508226,964232,346159,1790897,6193991,4780809,0.7718462943,1410182,635184,1
3107383,1092510,0,1077754,5584294,4056503,0.7264128644,1507791,690340,1
29217,20731,0,18292,5559868,4044827,0.7275041422,1495041,12750,1
26328,85392,1072238,18751,39877045,27592516,0.6919398366,8920463,90703,0
2331915,2306209,430905,8725,31594867,21415698,0.6778220652,6877135,2105360,0
432079,719387,75,221123,24206615,1449881,0.0598960656,11875983,620328,1
1238904,593706,55,616875,23455398,1128699,0.04812107644,11445948,430035,1
473878,19620,22162,409672,9781537,1826312,0.1867101254,4732449,-127194,1
90006,-161586,141800,588642,10220833,2061274,0.2016737775,4936783,-204334,1
150056,-699990,0,447017,9927648,9748413,0.9819458748,104235,-636791,0
0,0,0,0,9927648,9747556,0.9818595502,105092,-857,0
0,-123569,183586,123109,14267392,251545,0.01763076251,1279550,-126978,1
163229,-47293,159771,203802,14823550,602170,0.04062252294,1485083,-205533,1
888189,1685362,249768,182712,97817406,8780342,0.08976257252,441213,1485083,1
6683996,2458599,336732,3813500,82483837,9520870,0.1154270988,259855,1946626,1
6721845,2997456,258608,3517450,2739716,793091,0.2894792745,1772557,2243704,1
3227142,917245,373773,2208310,2220258,842209,0.3793293392,1203981,578740,1
1652878,395366,6593757,1345198,151651235,75955451,0.5008561322,25006457,246557,0
18388400,8416277,3199334,16398091,161768766,76823977,0.4748999383,22015209,5991248,0
27703856,17579121,247174,12650469,25823018,17993540,0.6968023645,5962219,12208767,1
5044587,472518,53754,4141213,27415927,20682895,0.7544116601,4865773,1096446,1
4197936,-907596,78615,5441149,13912898,5596622,0.4022614124,-3207758,-1972336,0
3737116,505404,171963,887596,13149842,5556062,0.4225192972,-4068096,497198,0
2497944,361353,1279611,896631,3516125,1945366,0.5532698638,1495759,320556,0
2503612,776236,380011,1547812,1823117,761824,0.4178689574,986293,509466,1
3038272,950156,96924,1994542,13554454,1657068,0.1222526558,10953379,609102,1
1776553,514390,18102,1333364,14503614,1263516,0.08711732124,12324603,42818,1
1753714,450469,194583,1289233,17334969,5876132,0.3389756278,9518371,241736,1
5726469,2287353,612150,1836583,19787988,9437650,0.4769383325,8409872,1715304,1
5727378,2330425,10350,1872643,181309076,18709422,0.1031907636,9672392,1600552,1
0,-195613,10350,198519,130022562,16690806,0.1283685365,9899509,-227117,1
0,-56532,66134,62699,4216463,3969122,0.941339222,-454804,-186987,0
-513727,-694969,36563,153443,4391900,3396465,0.7733475261,293290,-748094,0
193883,-9218,17006,224303,16412981,13317309,0.8113888026,910672,23148,0
926091,64463,213486,806876,17806675,14763593,0.8291044229,858082,52590,0
1282146,884889,10577960,386247,57759250,30536034,0.5286778135,15833832,858082,1
9679000,7677724,20161324,1771771,51084595,28952395,0.5667539304,10742816,5091016,1
6566091,4670610,647,1942760,18844714,14402981,0.7642982005,1060892,2821427,0
155922,-1642878,1820,951836,19627809,13531837,0.6894216772,2715131,-1654239,0
1773413,-436493,35931,844988,15512617,2720155,0.1753511351,-4762866,-476340,1
-245594,-1277594,5766,160013,17227105,3147196,0.1826886177,-3475419,-1287447,1
144289,-481163,28261,247624,9955623,8381813,0.8419174772,1341445,-748369,0
0,112676,7917,491770,11472735,9926615,0.865235273,1315464,108309,0
0,17500,5119081,17146,192040581,99732547,0.5193305836,78771352,17090,0
4822752,-684001,1257465,2375467,193721114,100686416,0.5197493134,79809849,-726664,0
8448465,1912660,3902565,2571925,128255366,86868449,0.6773084956,19666869,3118336,0
32090388,1007034,4293052,9319404,129830897,88652781,0.6828326927,19458068,208801,0
31726870,1867633,1609,9347144,39216251,10188258,0.2597968378,-5717758,2093308,1
-731783,2034632,179420,1730746,43014993,22450236,0.5219165327,-1403269,2044862,0
3020805,-1293816,195684,1396045,96635444,5195815,0.05376717677,75524634,-306009,1
88760,3466190,88619,325693,94127677,6131368,0.06513884328,75890249,3443320,1
127682,4155023,644148,299204,7118671,3214071,0.4514987418,3688600,4110811,1
914088,598391,21238,295721,5876025,1897537,0.3229286805,3762488,588112,0
905808,624677,3822,292528,42499268,610955,0.01437565936,4055451,594336,1
0,2018194,1446,7932,40148190,429284,0.01069248701,2048576,2006875,1
0,2063080,264273,21642,4607685,1478040,0.3207771365,2112136,2048576,1
2252811,440271,243737,1761037,4164609,1311716,0.3149673835,1835384,276752,1
1664531,124436,2733080,1582648,31633299,5738685,0.1814127891,14441803,62594,1
1465292,925579,3653825,818181,32551771,7263084,0.2231240813,13835876,605927,1
4496116,10335938,521529,2030758,125036453,491860,0.003933732829,118928783,8131052,1
1296101,-25380,21904,1288741,126839488,410141,0.003233543485,122375392,-49991,1
4814769,3423881,327999,1341632,18997625,16928338,0.8910765425,-4959896,3396618,0
1007928,-1765985,248816,1807090,28460290,24597895,0.8642882768,-3166788,-1793108,0
1794241,-1893628,62965,1700600,13129373,7841092,0.5972175518,4726621,-1956698,0
5173230,353743,248002,1467460,13577286,8273601,0.6093707535,4528070,198551,0
4602402,279806,7320690,1334200,495683063,15458037,0.03118532416,456428158,143486,1
6220160,2827013,8071947,3640999,504225672,23494234,0.04659468033,477268855,3313819,1
27436298,24673208,5792,3453670,41794024,1914616,0.04581075993,-51339487,24154515,1
2162871,-7178298,7277,134119,63264605,1399482,0.02212108967,-28787997,-7820431,1
3743250,-1378214,1613463,133204,8622381,3473335,0.4028278268,4649046,-2192910,0
1480471,213363,1480833,1215884,7376959,2241743,0.3038844326,4635216,145830,1
1670629,1467555,483146,1340413,3181308,1954325,0.6143149296,401983,1381165,1
920268,101758,408091,924746,3548382,2398141,0.6758407071,325241,76742,0
800680,72758,43219181,875631,218852261,90316241,0.4126813248,60011410,47476,0
7550623,5790055,77755,843870,181083915,22106081,0.1220764473,50394037,9617373,1
4095799,15199901,37104,957392,21778032,8057501,0.3699829718,13506832,14752396,1
4603183,6232213,40754,246234,15841624,6328791,0.3995039271,9299134,4207698,1
2691552,3067279,40734,332899,25230480,18114524,0.7179619254,6458956,1678747,1
2013744,277718,420956,1334271,18942509,11999284,0.6334580071,6286225,172731,1
1824268,266104,1352888,1294662,23441608,3618242,0.1543512715,6339923,159915,1
1105324,-248796,1244809,1148754,29346822,11710265,0.3990300892,7116729,-465476,1
1110486,-568412,2,1361705,5274334,215036,0.04077026597,1102600,-720008,1
0,743085,89,57537,8303478,3889060,0.4683651838,469027,633573,1
0,-49602,185622,29411,7266550,8772377,1.207227226,-2339780,-55910,1
-62899,-1822826,219932,185714,8771380,8437234,0.9619049682,-499807,-1832152,1
764549,-956383,2965,306034,4346839,3637250,0.836757469,402089,-972126,0
3344,-226375,1725,47287,4208504,3265075,0.7758279427,635929,-233840,0
24379,-25953,6913,43086,7875965,5754657,0.7306605603,1773975,-27832,0
2484843,684244,227890,702843,5909346,3625257,0.6134785474,1940133,425688,1
2664610,918068,24665,817352,47637385,13288305,0.2789469867,27922765,606536,1
2378926,438937,52142,966820,46640238,12620650,0.2705957461,27802521,343750,1
1975335,419295,6606446,1045683,94223933,51744058,0.5491604559,12656981,223506,1
36363162,12507922,2718075,20730125,88454637,53828163,0.6085397535,4803580,7853401,1
25267443,7546372,66356,16640971,35695743,20720053,0.580462858,11547660,4315877,1
6353005,93694,168416,4367751,35289550,20406100,0.5782476682,11455420,92240,0
7998123,195878,21170,4945072,3514982,1263382,0.3594277296,1968137,101465,1
2094681,258045,309786,346742,4887403,2795675,0.5720164676,1831273,159872,1
2281543,351875,169134,230104,43005043,37893136,0.8811323825,653974,230079,0
3187511,-840820,24340,1685998,16968754,12275499,0.7234178184,3507912,-2853938,0
732654,-3316500,19537,1684278,14302244,1835413,0.1283304214,9521665,-3175515,1
0,783411,6131,3136,13344727,1877956,0.1407264457,8752386,769279,1
0,955777,891589,2908,28449351,20885574,0.7341318261,3178820,949240,1
5623253,441613,881676,1958768,30335745,23071525,0.7605392582,2892410,299557,0
5513258,492431,88437,1892141,1505549,661633,0.4394629467,-1207792,131479,0
4229331,475832,41614611,2139738,90489245,1051493,0.01162008811,58259560,-67122,1
41638257,38946546,150380,2075340,28829138,18780447,0.651439769,2799782,38581920,1
8795828,2156788,31754,1088208,25929880,18034862,0.695524314,1925031,1639422,0
7418176,1133279,529806,1051732,22530169,13261198,0.5885973603,5338292,764672,1
3422478,733015,566606,1255059,20671106,11365484,0.5498246683,6199113,323348,1
2278853,684237,1622551,811152,19612028,1432194,0.07302630814,15919254,241693,1
3513722,3001052,1477202,103099,18560270,1430872,0.07709327504,14887998,2889677,1
2466537,2204795,643438,96409,1715080,536421,0.3127673345,1003927,2086753,1
-115639,90793,124473,113212,1369231,231684,0.1692073872,962815,41112,1
487860,426570,6113,91251,12830370,831,0.00006476820232,12194414,282563,1
3357183,2556255,16334,132692,11848500,1602859,0.1352794869,9610516,2583898,1
2589868,1776131,1118,255233,137235310,237570,0.001731114245,8925692,1763658,1
0,8925745,4869,49494,132151611,2905810,0.02198845688,18222180,8925692,1
0,18222259,53231,76400,9194788,2437,0.0002650414561,7284623,18222180,1
16753,-5041,130605,7544,8897949,1815,0.0002039795913,7443938,-6995,1
161893,149136,72032,12757,60899070,3286763,0.05397065998,12607293,146760,1
2174870,5297362,143192,571775,58817236,3729059,0.06340078612,9523150,4863548,1
1879000,3056280,3840898,254961,493421188,85818173,0.1739247829,365482444,2794049,1
643645,60620522,932276,2049142,424928811,32845307,0.07729602265,349962933,15519511,1
719562,34145351,29014,2814255,21732963,20499021,0.9432225601,-21652865,24429496,1
0,5809563,2755,110479,13609809,19262962,1.415373427,-27462423,5809558,1
0,-23053066,1348,61552,1862897,1145924,0.6151300904,-641427,-23053122,0
138291,16365,867,88179,1927159,1220360,0.6332430277,-651601,10174,0
132779,-15207,5342931,123141,163676920,127810963,0.780873461,35715957,-21571,1
4354,-8734398,246273,911091,210181176,165513809,0.7874816011,44517367,-8801410,1
0,-7465752,123490,1429789,12230247,796647,0.06513744162,11424375,-7997559,1
363457,412022,1146370,197047,12189577,1102028,0.09040740298,11078324,346051,1
285039,395269,64155,119063,9906902,1068563,0.1078604593,2367820,205396,1
195200,189552,32311,3288,10262252,1110570,0.1082189367,2172307,186658,1
129764,112932,319054,2089,5490949,1778694,0.3239319833,1609016,103097,0
310567,216914,183240,78408,5502598,1700849,0.3090992655,1398510,210506,1
421603,157232,1152407,94723,6133752,4292152,0.6997596251,381646,128816,0
1139321,209080,824978,945054,5769837,4065164,0.7045543921,244719,136927,0
1085902,173502,4506186,1099394,14775823,4691144,0.3174878313,6728690,90818,1
3411728,1105510,5761258,1906213,14328379,4963986,0.3464443535,6008404,722707,1
95542213,93252239,0,2016353,21601766,41258,0.001909936438,12892894,92936180,1
0,4868834,0,9872,15468068,31328,0.002025333739,8024102,4868792,1
0,3741177,3352949,4201,131365834,980801,0.007466180286,121961500,3741098,1
1062842,792848,2460774,571547,132547541,3005972,0.02267844411,125339612,918026,1
4585402,4214431,60319,520897,10572949,4720556,0.4464748671,1683239,4296139,1
1207059,536223,36697,796401,9398163,3910580,0.4161004656,1357203,364811,1
1160057,564169,720670,746031,33397026,18500302,0.5539505823,-1987974,387742,0
5282847,386414,386793,3136899,30561934,18166163,0.5944048894,-2132071,144098,0
3397584,-455950,151556,2380439,161588864,57535673,0.356062117,17363706,110200,0
9052771,5594379,2969864,5820060,159975855,59595112,0.3725256665,13691258,4392448,1
8167330,3376817,4883991,5749985,143126622,95770546,0.6691316029,4489070,3249938,0
59788904,6573457,3233057,14287074,125173932,81992616,0.6550294833,974446,4489070,0
48506180,1794894,1000,13571227,22230982,13217011,0.5945311368,-4284376,974445,0
123582,-1892738,1000,334435,23282046,12331025,0.5296366565,-2347326,-1937050,0
273523,-1574380,6319002,326176,22101498,8826241,0.3993503517,217617,-1640552,1
9826734,452269,3285991,7934022,15518389,10870059,0.7004631086,834603,148117,0
12357739,1153681,1495763,8770719,61882188,44332771,0.7164060036,14986443,765103,1
12296578,5797238,2660487,6109123,72322822,59820505,0.827131787,9960471,5252615,1
5385108,1269908,6917677,2404335,39344471,20466713,0.5201928627,8475131,211287,1
5195885,2850423,11159011,3085751,38195229,20783198,0.5441307342,7009404,1465727,1
5202375,1993636,435966,2690126,303791943,10106,0.00003326618837,118392871,935918,1
515439,45898957,47905,139571,265572639,375723,0.001414765472,72150606,46242263,1
1085965,46589437,94613,61546,14311329,2581883,0.1804083324,286565,46043795,1
382814,56711,64210,308164,5436001,2462352,0.4529712191,259525,27040,0
367820,48566,25663,310922,37250292,8019836,0.215295923,26611668,31937,1
0,9861247,25113,15134,29213322,6851060,0.2345183475,17565817,9045851,1
0,-1702472,357865,25680,248010734,25019154,0.1008793192,29253164,-1591505,1
1572691,5209598,422207,947783,247933975,29145801,0.1175546877,38743977,3737726,1
2350598,19943611,1296507,915987,153350844,67106824,0.4376032257,53711693,13228539,1
10591318,5456910,1154461,3149737,133179520,62058462,0.4659760149,49433178,4278515,0
8974584,5029139,44007,1465645,31369560,28835637,0.9192235084,-1259998,3741094,1
1464591,-841094,54464,1007212,31836468,28709221,0.901771547,-453438,-806560,1
676361,-2741874,107,1936124,7588079,6105842,0.8046624185,1460352,-2753506,0
0,-39483,93,1824,7625568,6103839,0.8004438489,1499844,-39492,0
0,-2821,1424999,2822,329037395,21743591,0.06608243115,304546938,-2844,1
10711714,47399514,1306567,2249878,296489888,19904580,0.06713409396,273838442,45812496,1
10330047,54376791,191849,2536713,8772434,5412489,0.616988284,2586788,50224016,1
491600,1132879,15892,509100,12275767,10003344,0.8148854569,1499286,1093099,0
765308,1047073,1847162,369837,4546696,1680269,0.3695582463,960007,1016758,1
13425100,1090996,433869,9422048,4926799,2483430,0.5040656215,572768,664220,1
11237703,432830,280617,8347066,26651401,15163774,0.5689672374,3856262,193579,0
5503824,2491954,491231,1149373,16375009,10983921,0.6707734329,1470241,1966398,1
3857758,1027515,431599,921392,7814836,2894871,0.3704327257,2777591,685702,1
1993746,-460396,218840,1622720,8576962,4739502,0.5525851694,3107148,-329557,1
2436098,461483,1546817,1333148,35930700,20127003,0.560161728,14900337,316175,1
6074455,7585297,1156194,1911167,28650086,20378943,0.7113047758,7367783,7724315,1
3831439,899272,768463,1655910,16701524,3785760,0.2266715301,3246952,922688,1
5887393,2805751,1032290,1276265,15812905,3813855,0.2411862336,2433698,1816714,1
4962002,1932779,1951580,1289500,214851371,53989417,0.2512872818,107861211,1034601,1
9487053,9414882,4671475,7083729,176921779,41928021,0.2369862051,97365181,7622334,1
7875725,20731380,0,3827399,20472541,59304,0.00289675815,19729091,1830355,1
0,-2021,0,2021,20472298,54445,0.002659447415,19753005,-4616,1
0,196766,1262685,1907,20141012,5514027,0.2737710995,11506985,192982,0
0,4556496,1299891,2234,19879578,12319155,0.6196889592,7200423,4360027,1
0,-1664804,330684,2509,91356156,56491842,0.6183692974,16923119,-1679406,0
8546861,830941,1570536,6119410,104052065,70290319,0.6755302646,15876698,1102568,0
14000791,162395,57726,9752152,3639388,390634,0.1073350794,1683231,561468,1
1049736,478619,2497795,132813,4817562,1883593,0.3909846931,1417283,314784,1
1877286,741172,2881285,243840,30883800,368507,0.01193204852,20050993,488369,1
2403167,433843,1698944,1734897,30412121,330671,0.01087300028,19617150,376032,1
1941273,93383,17788,1855071,14113357,9461345,0.6703823194,3622012,22787,0
1799951,314451,45822,708794,14381455,9892827,0.6878877694,3399621,222391,1
1730737,382786,350713,647947,1992805,960056,0.4817611357,904613,316845,1
457122,387087,35678,173699,1520924,635807,0.4180399547,756981,217043,1
243345,46932,352911,123231,10198569,3704203,0.3632081128,6170108,30320,1
179728,1733689,219736,130904,10159226,5365195,0.5281106061,4469773,1717125,1
10777,-31426,1796321,94373,3560433,903799,0.2538452486,752106,-44091,1
1659367,1068277,655003,280370,2715921,811393,0.2987542716,0,752106,1
1151261,460113,15,197514,10824360,14990,0.001384839381,10673421,363181,1
0,2163343,15,10915,8650961,4929,0.0005697632899,8510083,2163338,1
0,-743036,47992,10175,24070347,11352144,0.4716236122,11317797,-743236,0
2896722,745129,764731,1273837,18803718,6736653,0.3582617544,10666659,651036,1
921896,114616,50890,671774,85366938,7149114,0.08374570024,22022562,36197,1
7157603,8250125,27638,1791633,78831573,7273731,0.0922692612,16979602,6659982,1
5229696,2396941,5017696,1486725,95464528,32772846,0.3432986753,49466701,1845533,1
10827658,3442665,8847425,2880980,96973915,37157382,0.3831688346,48749498,2875149,1
10019609,14790289,101395,2059210,7228108,3707018,0.512861457,1878368,11509074,1
59874,1230791,64422,65045,5505467,2718239,0.4937345006,1144506,733862,0
1063273,724631,528,262935,30827725,3391955,0.1100293648,6873966,420698,1
0,3402020,11062,50783,38875281,3846070,0.09893356141,8481631,3392335,1
0,6904739,905,18686,34433742,4616448,0.1340675666,21889719,6814013,1
0,-6217,905,6217,32715997,4610231,0.1409167203,21895917,-6198,1
0,-6427,1565082,6427,14905517,6758326,0.4534110424,5250980,-6427,1
1726670,454955,512816,1223192,10935126,2951224,0.2698847732,5099390,163290,1
1412891,253379,2292496,1240073,86129060,1907633,0.02214854081,4045718,117002,1
4351531,4147877,474906,751828,84250053,4395176,0.05216822831,2107809,4045718,1
2910527,2332132,5291,725014,5878891,6963951,1.184568824,-4400061,2107809,1
649823,-393023,38965,0,7329193,8021230,1.094421992,-4007038,-393023,0
1569283,-426289,451975,0,15082598,10795675,0.7157702539,2792072,-426289,0
7626415,865898,534583,2410106,15571852,11862113,0.7617663589,2214888,577184,0
5543210,-782672,224243,2489646,23343340,7088370,0.3036570602,16057316,-1106634,1
152776,499522,213274,910535,20236915,4337550,0.2143384997,15701711,355605,1
363170,8608925,4405486,851557,290497484,56608717,0.1948681834,44523278,7590261,1
10108892,15754060,1526485,1996863,281552487,56327703,0.2000611097,39249220,13255890,1
9489987,11880012,495516,2009913,5988531,1173070,0.195886103,3804986,7981832,1
4245714,1254883,1241746,1193874,6818054,2361468,0.346355133,3446111,820398,1
4670252,1587096,1164692,1110300,29485112,29252638,0.9921155463,214474,976516,1
228450,853026,1560345,12930,19060068,19444101,1.020148564,-402033,616507,0
0,-391079,105306,58159,10673334,20072,0.001880574523,10486742,-318167,1
0,864309,127064,2321,9849814,26202,0.002660151755,9657092,829650,1
70000,1119438,919711,2878,15946834,11620585,0.728707968,2154147,1097685,1
4373145,850948,898518,1760423,14134213,10253718,0.7254537624,1535967,568098,1
4288880,987277,15794,1699068,28779957,19239638,0.6685082261,-976453,634155,0
1104706,-3610889,133068,2798636,35360531,22279144,0.630056828,2564615,-3541068,0
2307054,-1092394,5329466,2506550,110806387,29417424,0.2654849129,21416817,-1302985,1
24862372,2079218,3674883,0,110328592,28712239,0.2602429568,21651900,1748674,1
24123415,1774379,44281,0,10639027,147506,0.01386461375,10230987,949097,1
7452520,2959179,305271,2496781,8529706,127250,0.01491845088,8141922,2089065,1
7102640,2356341,3872,2646395,14696213,2751096,0.1871976134,7294377,1656556,1
142340,1705359,4269,8462,12631233,2556776,0.202416977,5926483,778421,1
136549,273282,3571771,9167,33573185,20080923,0.5981238599,1706734,181310,1
8589593,2064595,1825289,2319263,30531752,18149881,0.5944592043,741106,1344896,1
8825041,2620279,187313,2365722,11886564,4722121,0.3972654335,4585700,1386043,1
4944073,2443083,654607,2033498,9431279,3777911,0.4005724992,3240059,1511075,1
3883690,2496091,650418,1150656,13148401,7627530,0.5801108439,4870871,1654345,1
4415890,1649076,535828,292563,10665040,6245647,0.5856187131,3769393,1101478,1
3227270,613872,331118,214273,19775183,5539895,0.2801438045,8377475,384974,1
2691352,812934,326712,1161262,19514917,4802488,0.2460931809,8980544,656208,1
2819753,1560424,3343430,1100588,82499380,56999467,0.6909078226,11230782,1259278,1
31653409,10473222,3295938,4768996,77250759,57693862,0.7468387722,5564946,5943016,1
26355779,5255752,7366,4639352,189955187,231771725,1.220138964,-85824983,2771796,0
9152125,-30097438,3778,9492007,192916688,204635788,1.060746948,-55727545,-30097438,0
17958855,-14770543,356728,12171119,193989226,105608184,0.5444023164,73839742,-9472125,1
-12048853,-16508508,2292948,3368046,215816740,109952493,0.5094715683,91322947,-17457192,1
8547775,1923856,1683606,5690372,18126253,11967488,0.6602295576,2337627,522815,1
6776091,1321643,447098,1931600,17072865,11766925,0.6892179491,1550147,852824,1
6190928,988760,133524,2106910,22782464,8322828,0.3653172896,12740723,653445,1
1436235,666346,2771,1564785,21957602,7980774,0.3634629137,12315352,482807,1
1185015,684550,98657,1277797,76485958,57658379,0.7538426727,12417690,574369,1
6328008,-605220,910576,4012106,58943299,40158995,0.6813156997,13236055,-605220,0
10973328,4236953,11946,3730271,11355462,6835024,0.601915096,1407019,2131446,1
3606780,963850,15318,2158919,11058022,7161409,0.6476211568,787902,623825,0
3057018,190478,1205826,2006901,35227068,7858350,0.2230770384,20254760,47077,1
2440681,1125110,1660624,356627,33973268,6938084,0.2042218606,19921226,585376,1
2407155,1023489,3138406,344115,92144989,70118420,0.7609574949,15276569,729682,1
11864669,7013748,1354246,2755049,65926819,50534922,0.7665305678,10339756,6634672,1
6924384,3844855,16941774,2161563,112992408,60104527,0.5319342075,30419691,3079266,1
8991604,1513085,5637356,3415031,148836964,96408293,0.6477442862,29960481,459210,1
9456686,3138573,1045398,4468172,5852955,828288,0.1415162085,3630729,1721323,1
2190128,1072804,235542,473633,5206604,897026,0.1722861965,2988261,642468,1
789870,310788,50176,298395,28514856,3054662,0.1071252823,14189504,107120,1
1933419,6999256,54385,411237,22650248,2870480,0.1267306212,8271315,5918189,1
1442302,-908631,3073274,346658,149502170,42508369,0.2843327893,74899788,-1104777,1
22590688,8555674,742311,9419794,144762329,38769061,0.2678118076,74134818,4277837,1
21997406,7431126,50332,9629766,15872376,5184894,0.3266614904,-4123533,3715563,1
0,-3881099,36319,516217,13897837,1269037,0.09131183507,-224136,-3899397,1
0,-109484,1896094,47653,6850146,12335,0.001800691547,6835250,-119133,1
-1806,2108,1035162,0,6848664,4753,0.0006940039692,6841350,-6100,1
1954062,1959555,1870025,0,39562074,13904716,0.3514658003,12352096,1954165,1
8103770,1956763,915992,4708871,37179675,13006262,0.3498218314,10868151,1483945,1
12022279,4515602,1035162,5135568,6848664,4753,0.0006940039692,6841350,4515602,1
-6722,85835,880381,0,6797123,27939,0.004110415539,6766623,74727,1
9611,23281,1330,0,11727376,1056017,0.09004716827,8874985,12849,1
58300,120265,23196,44137,11339706,874757,0.07714106521,8719810,206410,1
183430,495559,1023750,155411,603517391,32248450,0.05343416856,542061348,512350,1
80047682,116215484,538963,4175574,585208214,26574190,0.04540980349,529426431,116200937,1
54920142,103524751,461145,3675256,2445860,1171585,0.4790073839,774275,103566020,1
312611,92396,914328,0,2532341,1305910,0.5156927918,726431,47844,1
604801,236194,4315267,0,607213980,1424250,0.002345548764,531381200,127176,1
70178690,104895089,1023750,4018260,603517391,32248450,0.05343416856,542061348,104873028,1
80047682,116215484,5079842,4175574,94304296,40213154,0.4264191103,37247230,116200937,1
70981804,1205470,1808188,8829930,91129119,36039491,0.3954772239,40405481,1127367,0
58025629,2443981,30783,8192444,43319219,42601838,0.9834396599,-6072618,2159765,1
1189995,-51820,22882,1620773,41188090,40351071,0.9796781303,-5952980,-119638,1
507827,-1597694,10068446,776144,135831723,102327400,0.7533394831,20221390,-1716460,1
6558944,1674844,8636939,2809353,127757564,88445173,0.6922891313,27113242,914617,1
18207011,11939296,4937045,4786989,49792940,24329217,0.4886077625,16201416,10837846,1
49396638,3628226,2562758,5581610,47574923,24013446,0.504750076,14575896,2435079,0
47768980,1629288,63833,5769920,46792773,6425729,0.1373231076,7612736,945798,1
733556,8328291,49026,527639,11301988,5077791,0.4492829934,1147027,7612736,1
269774,1218126,382867,405124,396839562,20181398,0.05085530762,278156101,1147027,1
2669945,-629773,370812,1715868,397870239,20282050,0.05097654464,279086126,-930025,1
2284831,-2393967,809973,1690932,26600636,20325741,0.7641073319,2290533,-2820867,0
22891733,4177782,728369,5060010,25082874,19278414,0.7685887191,1820098,2660212,1
21280992,3879461,637154,5400467,25683085,25305934,0.9853151987,362151,2189777,0
742744,242270,864141,627336,42899671,42777142,0.9971438242,107529,254622,0
0,-175888,291255,134506,364609448,38004772,0.1042341942,8274424,-218922,1
1000735,3521155,265565,1553026,138055691,9854086,0.07137761528,33798328,2912256,1
430859,21576033,3137172,2285641,53867094,29034927,0.5390104579,22532055,20546061,1
16364351,6726975,2005543,2646937,45651074,25195050,0.5519048687,17455912,4376143,1
16934518,6542604,494059,3463954,2835446,1230412,0.4339394931,1407855,4053195,1
1088577,39533,339145,329568,3102764,1500264,0.4835250119,1405321,2534,1
1219474,183994,13989,316948,8557385,823962,0.09628665766,6718538,104992,1
326915,575874,442,72688,7367759,106169,0.01440994473,6246705,471833,1
0,7148852,235791,19024,29859010,155314,0.005201579021,21668138,7148852,1
581522,6455534,310575,2026,23626791,223315,0.009451770238,15367918,6300220,1
9962,9560057,1322,16614,36104125,122763,0.003400248587,27360136,9354290,1
0,-21404,1322,0,36125569,122791,0.003399005286,27381552,-21416,1
0,-626553,229378,0,41989834,4470503,0.1064663175,23000541,-626593,1
1256365,3286888,784893,0,38964592,4527439,0.1161936714,19894192,3129666,1
1965610,3254891,1094604,0,16007194,4279114,0.2673244293,11428080,2901013,1
7300821,3962820,1270169,2038413,13915996,4603899,0.3308350333,9012097,3177358,1
7773527,4231686,38550,2069055,65075341,4115283,0.06323874661,5584437,3167295,1
4417154,7287595,52645,569295,53728710,4917090,0.09151699343,2156832,5584437,1
1418827,2380581,12295589,872561,66131018,4120217,0.06230384961,4132148,2156832,1
17520,1963525,10460246,1456679,65940969,3356780,0.05090583367,4774167,597286,1
710662,2189918,2680803,1578599,69158001,2751370,0.03978382776,14984004,2007777,1
68880,2674702,747303,749039,68273190,3049566,0.04466710871,12649730,2354879,1
767728,585008,7368,1789553,6122429,2353210,0.3843588876,2579745,20605,0
108397,110929,37561,327945,6218887,2659003,0.4275689525,2370410,209335,1
-66412,325154,7861,145699,11717023,1070594,0.09137082005,10426535,231866,1
295596,271092,10742,0,11845499,1251801,0.1056773547,10520937,259333,1
389423,368780,705011,0,29175696,4602076,0.1577366312,22323945,359133,1
10363196,2560790,42241,7754701,27938826,5378973,0.1925268084,20310178,2013767,1
8849032,3152747,1596064,7241465,66691697,30578066,0.4584988443,1252464,2797144,1
6483590,1110150,1842767,3783126,54332754,21376620,0.393438919,444677,807787,1
3253467,224268,97774,2153385,9702130,14669,0.001511936039,6086442,224268,1
-3504,-1918554,61575,72196,11616926,10911,0.0009392329778,8004996,-1918554,1
-6664,-82845,1330477,62941,50170472,29656365,0.5911119393,19764107,-86628,0
6369959,6405763,976399,3720028,46468403,31698734,0.6821567335,14019669,5744438,0
7206021,3029463,45411,3170558,45473772,356914,0.007848788088,14692689,2405418,1
1487758,3836041,2433,611414,42566210,453603,0.01065641033,11534442,3557647,1
1102002,3172339,677109,728757,8680346,1276354,0.1470395305,6280747,2922799,1
1657351,354211,473036,499427,8485959,1404243,0.1654784097,5984306,322276,1
1743054,115631,0,484177,2120632,848948,0.4003278268,-962605,65974,1
0,-227860,0,0,1987259,492344,0.2477502932,-727609,-234997,1
0,-212622,458066,0,9468006,301812,0.03187703937,547596,-222458,1
1268314,233956,435965,1071410,9574237,556073,0.05808013735,418390,148029,1
1172284,283865,1477170,967468,63881147,45721764,0.7157317322,14486908,188242,1
6384745,-402290,1759463,2213049,61271765,46091158,0.7522413954,11508132,-460880,1
8680843,-3183775,313042,2345590,1888349,826075,0.4374588596,463061,-3398317,0
1036785,208504,41894,738708,1308512,268260,0.205011494,441039,22022,1
