Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,"Participación en las ganancias (pérdidas) de subsidiarias, asociadas y negocios conjuntos que se contabilicen utilizando el método de la participación","Ganancia (pérdida), antes de impuestos",Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida)
183480,860514592,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,257559232,209081169,48478063,11010740,51141562,4230564,723149,,3393528,,,,3742922,1183902,2559020,,2559020
183480,860514592,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,235059199,193035373,42023826,10663295,45337118,3198002,532783,,3619218,,,,3619218,1169556,2449662,,2449662
183503,830096590,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,46269386,13868813,32400573,31304,20399549,3364250,40681,458559,9085956,586097,3286637,,6953117,1990346,4962771,,4962771
183503,830096590,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,36551159,11580392,24970767,14620,14772016,3173735,88514,-464061,6487061,728998,2240963,,5223334,1982970,3240364,,3240364
183554,811012295,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,28087810,14965513,13122297,1707760,4764418,4759817,33787,,5272035,111800,1624385,,3759450,1130967,2628483,,2628483
183554,811012295,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,27063199,14093740,12969459,2040971,5631253,4482999,175080,,4721098,0,1262832,,3458266,-393855,3852121,,3852121
183555,900736492,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,231721,,231721,0,,208861,,,22860,277,,,46095,8469,37626,,37626
183555,900736492,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,191165,,191165,72485,,252437,129,,11084,14,,,90635,5969,84666,,84666
183556,900098195,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1262277,1351049,-88772,125051,,158214,709072,,-831007,,,,-831007,72570,-903577,,-903577
183556,900098195,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1029251,1586526,-557275,46014,,325356,222679,,-1059296,,,,-1059296,48595,-1107891,,-1107891
183566,900655891,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,103410815,90297856,13112959,15508883,,810635,63613,,27747594,,9320019,,18427575,1730036,16697539,,16697539
183566,900655891,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,78527229,70062224,8465005,8657093,,953402,760335,,15408361,,3707094,,11701267,817522,10883745,,10883745
183568,900332892,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4845080,1829716,3015364,65658,2198483,477801,46329,,358409,771,171368,,156151,84440,71711,,71711
183568,900332892,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9414257,,9414257,13544,7216385,456092,20733,,1734591,5705,131288,,1630781,587819,1042962,,1042962
183574,860068394,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,0,0,11116,3625,,-14741,0,0,,6640540,307,6640233,0,6640233
183574,860068394,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,9477,0,21419,18845,,-30787,0,14,,6795037,1651,6793386,0,6793386
183598,900540792,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1610200,,1610200,68240,,1498876,,,179564,,62747,,116817,47846,68971,,68971
183598,900540792,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1502882,,1502882,10321,,1334677,,,178526,,74416,,104110,38881,65229,,65229
183640,800187291,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15130968,6805515,8325453,976765,6588328,446347,,,2267543,,447185,,1820358,600718,1219640,,1219640
183640,800187291,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,12354096,7887527,4466569,960725,3409384,109754,,,1908156,,346025,,1562131,556629,1005502,,1005502
183643,900391392,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,498762,344145,154617,517118,,192003,38049,,441683,,,,515183,2718,512465,,512465
183643,900391392,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,904653,26916,877737,136853,,178830,9460,,826300,,230,,1343317,3132,1340185,,1340185
183695,830080150,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,32100693,23045235,9055458,81279,3409351,1669160,,0,4058226,2930301,3574703,,3413824,1270734,2143090,,2143090
183695,830080150,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,24455234,17970557,6484677,49169,3518271,1491625,,,1523950,1285025,1802852,,1006123,382331,623792,,623792
183712,900176591,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,48036897,31255846,16781051,3215206,9331847,5253164,993618,0,4417628,,2083122,,2334506,,2334506,-1602997,731509
183712,900176591,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,42331827,27331443,15000384,370615,8810428,3646085,,,2914486,1825191,2299557,,2440120,,2440120,-891029,1549091
183740,800109193,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,144616,,144616,0,,24832,343,,119441,,1819,,239582,9796,229786,,229786
183740,800109193,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,403150,,403150,4824816,,17887,3538,,5206541,,38970,,5406159,1823901,3582258,,3582258
183802,890942985,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6371828,4823385,1548443,128624,452846,,235931,,988290,276,94774,,893792,188997,704795,,704795
183802,890942985,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4702362,3711534,990828,236830,,311666,728975,,187017,500691,45485,,642223,88874,553349,,553349
183815,900133295,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,893770,,893770,109220,,266617,77129,,659244,62658,41885,,2513917,196468,2317449,,2317449
183815,900133295,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,833355,,833355,86509,,311561,227,,608076,139423,77929,,1500190,192622,1307568,,1307568
183831,900678990,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8911400,6820868,2090532,21161,255194,857983,13433,,985083,,851665,,133418,105251,28167,,28167
183831,900678990,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,628466,628387,79,42697,7539,709300,18499,,-692562,,4670,,-697232,-42788,-654444,,-654444
183862,900062992,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,26123012,14654872,11468140,1527744,7247645,2863421,530194,,2354624,169028,995502,,1528150,722677,805473,,805473
183862,900062992,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,25021568,14395991,10625577,1799259,7954867,2219495,248747,,2001727,428203,913391,,1516539,654687,861852,,861852
183875,890917499,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3027794,1718995,1308799,2665,,129993,167489,,1013982,296,480,,23053646,3090436,19963210,,19963210
183875,890917499,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3832814,1581183,2251631,21135050,,171583,1335905,,21879193,373,2251,,21877315,1174901,20702414,,20702414
183877,900027991,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10772605,8128278,2644327,105758,788527,682587,257000,0,1021971,0,,,1231141,332667,898474,,898474
183877,900027991,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6533499,5284489,1249010,316343,410959,341113,341995,,471286,0,,,471286,113722,357564,,357564
183895,890103197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,87262565,0,87262565,1637200,8207593,62152559,2829323,0,15710290,12860,969636,,14753514,5206884,9546630,,9546630
183895,890103197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,92685565,0,92685565,1802840,7152113,64884747,3241112,,19210433,11673,1011791,,18210315,6282811,11927504,0,11927504
183910,860013791,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3481796,,3481796,213183,36583,969354,253553,,2435489,2483259,1007597,,3911151,149498,3761653,,3761653
183910,860013791,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3457488,,3457488,391547,22483,696097,175433,,2955022,17492107,13450773,,6996356,187786,6808570,,6808570
183963,890901298,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,116656118,90395116,26261002,2207605,18055889,5096920,937070,,4378728,359810,3597497,,1331960,423827,908133,,908133
183963,890901298,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,105276076,81529504,23746572,3187941,17295180,4616810,1786123,,3236400,58286,3390244,,-482165,384661,-866826,,-866826
183971,800093320,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,147954780,130035478,17919302,3334705,,7872550,440592,,12940865,663426,1425055,,17526497,5850368,11676129,,11676129
183971,800093320,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,124425943,107402168,17023775,733198,0,5856758,1921061,0,9979154,349196,1351162,,8471148,4485404,3985744,0,3985744
183983,900473596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11316473,8651304,2665169,122342,,377092,117836,,2292583,25707,0,,2318290,50495,2267795,,2267795
183983,900473596,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6083451,4649166,1434285,6632,,323462,3466,,1113989,19762,3570,,1130181,42987,1087194,,1087194
184001,900669995,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,404315,,404315,202482,,268728,7,,338062,11486,7952,,726374,10291,716083,,716083
184001,900669995,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,382192,,382192,2,,201491,3,,180700,,480,,316066,110180,205886,,205886
184018,830081895,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15017828,8253766,6764062,629618,,8975316,4117022,,-5698658,282761,3803568,,-9219465,,-9219465,,-9219465
184018,830081895,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,8807590,5591048,3216542,56644,,8532152,7641918,,-12900884,2215,4675648,,-17574317,958110,-18532427,,-18532427
184028,830095375,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,1008,,233177,109234,,-341403,,,,-341403,,-341403,,-341403
184028,830095375,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,35261,,35261,0,,327932,82137,,-374808,,,,-374808,,-374808,,-374808
184042,900486495,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,6580,-6580,16578,9489,223514,108658,,-331663,20238,63918,,-375343,,-375343,,-375343
184042,900486495,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6456215,5738893,717322,267737,2016825,0,342074,,-1373840,530483,266025,,-1109382,,-1109382,,-1109382
184070,813000052,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,29677485,22979737,6697748,238457,2932739,1467640,875365,,1660461,,,,1660461,547952,1112509,,1112509
184070,813000052,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,19431928,13911627,5520301,189054,2386229,1488709,230822,,1603595,,,,1603595,529186,1074409,,1074409
184078,860352594,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6204028,656409,5547619,66616,,5251610,3853,,358772,,95797,,262975,108154,154821,,154821
184078,860352594,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5716126,632602,5083524,120585,,4476681,50719,,676709,,80965,,595744,249113,346631,,346631
184106,900403392,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,35709433,,35709433,0,0,773646,0,,34935787,742003,24,,35677766,,35677766,-234481,35443285
184106,900403392,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,33241861,,33241861,0,0,743323,0,,32498538,2596158,74,,35094622,,35094622,-577002,34517620
184114,830016191,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3215924,1579,3214345,302377,60334,2404339,2825267,,-1773218,164975,,,-1608243,34454,-1642697,3811575,2168878
184114,830016191,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2780071,,2780071,89000,41050,1715709,356420,-781188,-25296,196119,36225,,134598,199679,-65081,24567569,24502488
184145,891701294,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,12867937,995573,11872364,257272,7211724,3529933,44739,,1343240,1379,431974,,912645,41892,870753,0,870753
184145,891701294,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13333721,1243318,12090403,338345,7636235,3573298,190567,,1028648,1867,433391,,597124,73534,523590,,523590
184199,830010893,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14367064,9938236,4428828,54005,,1895773,15252,0,2571808,1775,256502,,2317081,764637,1552444,,1552444
184199,830010893,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13488653,9885990,3602663,10153,,1583358,135020,,1894438,1815,314808,,1581445,566433,1015012,,1015012
184201,860046192,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,19577114,8611450,10965664,735626,1829995,8980026,57505,0,833764,23732,276944,,580552,116930,463622,0,463622
184201,860046192,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,19429935,8644909,10785026,601212,1389408,8917968,24561,0,1054301,70671,369790,,755182,279038,476144,0,476144
184218,900082494,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,204935,84465,120470,0,0,36937,1458,,82075,0,0,,82075,18033,64042,0,64042
184218,900082494,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,101830,80793,21037,0,,,829,,20208,,,,20208,5786,14422,,14422
184219,900445600,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,0,,,384,,-384,,,,-384,,-384,,-384
184219,900445600,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,951707,,982192,81,,-30566,,,,-30566,,-30566,,-30566
184230,800224899,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6611235,3896386,2714849,0,1810245,85628,,,818976,0,130495,,688481,227199,461282,,461282
184230,800224899,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3989348,2549885,1439463,0,827037,279365,,,333061,0,138063,,194998,64348,130650,,130650
184250,801003893,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,16073590,14320325,1753265,930236,,1662473,14889,,1006139,8927,219374,,795692,162757,632935,-27947,604988
184250,801003893,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16620099,14745662,1874437,1214141,,1758239,96146,,1234193,2569,233901,,1002861,206360,796501,,796501
184290,800096890,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,23156208,1899095,21257113,77011,0,16451603,79871,,4802650,9102,527690,,4284062,1017236,3266826,,3266826
184290,800096890,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,20328620,2226073,18102547,93969,0,14963204,56928,,3176384,9948,624926,,2561406,593330,1968076,,1968076
184332,900205090,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10411769,0,10411769,0,5794163,3905752,0,0,711854,18471,23773,,1065519,68026,997493,0,997493
184332,900205090,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7968024,0,7968024,0,4161369,3334171,0,,472484,196547,107705,,99932,282393,-182461,0,-182461
184366,901039894,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4670983,2748787,1922196,3258,,800519,236892,,888043,,31478,,1054014,352500,701514,,701514
184366,901039894,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4020234,2398412,1621822,12177,,872059,258753,0,503187,,35369,,467818,157164,310654,,310654
184367,900193192,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,876278,124555,751723,935639,,1524868,5330679,,-5168185,,,,-5168185,,-5168185,,-5168185
184367,900193192,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,959086,124554,834532,900848,54395,2185639,803026,,-1307680,,,,-1307680,6312,-1313992,,-1313992
184369,830023291,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15507714,15747678,-239964,1772002,0,515315,116621,,900102,0,0,,900102,324484,575618,0,575618
184369,830023291,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9735242,8516286,1218956,269180,0,520359,202213,,765564,0,0,,765564,255903,509661,0,509661
184393,901225491,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5303833,3904234,1399599,38270,,185602,3850,,1248417,,140244,,1108173,560317,547856,,547856
184393,901225491,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1453833,1342075,111758,142,,,34287,,77613,,4792,,72821,25178,47643,,47643
184419,900042295,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,109997,,9710,5786,,94501,,98642,,19509001,2225008,17283993,,17283993
184419,900042295,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,0,,11864,,,-11864,,88413,,-6717012,-891434,-5825578,,-5825578
184560,830506392,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,15891696,12143144,3748552,97725,273703,2291347,249148,0,1032079,14723,181670,,865132,360310,504822,,504822
184560,830506392,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13047431,9304846,3742585,198296,465057,2170203,131653,,1173968,23853,576918,,620903,201822,419081,,419081
184625,830038192,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,19293401,14801827,4491574,334572,1890983,864198,521170,0,1549795,0,592228,,957567,419444,538123,0,538123
184625,830038192,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,11481666,9112340,2369326,519517,1782915,861877,317154,0,-73103,0,170836,,-306127,124988,-431115,0,-431115
184638,890929898,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,733225,,733225,3,,304487,436956,,-8215,43,551,,-6529,143342,-149871,,-149871
184638,890929898,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,857716,,857716,1,,32978,62629,,762110,62,3716,,780393,270362,510031,,510031
184752,800114750,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,352005,,352005,0,0,338992,2056,,10957,,,,10957,,10957,,10957
184752,800114750,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,330189,,330189,7,0,388929,3030,,-61763,,,,-61763,,-61763,,-61763
184783,860401492,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,19432149,15862608,3569541,86357,662086,2426806,,,567006,529375,171772,,924609,299452,625157,,625157
184783,860401492,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,22332605,18903124,3429481,245290,676856,2479246,181804,,336865,268533,,,605398,406577,198821,,198821
184790,860040094,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,192770737,88648306,104122431,2323867,,68257171,5393950,,32795177,,1439969,,31355208,12401916,18953292,,18953292
184790,860040094,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,183783571,83425116,100358455,383257,,67545741,1133627,,32062344,,838258,,31224086,21687642,9536444,,9536444
184791,900541599,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,229677,,229677,4,132,229295,14543,,-14289,,37620,,1464897,997,1463900,,1463900
184791,900541599,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,182187,,182187,417,948,321081,24544,,-163969,,61526,,475738,842,474896,,474896
184805,830106197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3321792,,3321792,188068,41504,1496689,31139,,1940528,696089,,,2636617,635920,2000697,,2000697
184805,830106197,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1404011,,1404011,168699,32244,981399,47495,,511572,,96644,,414928,113590,301338,,301338
184822,800127199,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1866225,168706,1697519,9020,,920122,266038,,520379,111572,,,631951,24634,607317,,607317
184822,800127199,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3871521,168968,3702553,9005,,502417,14139,,3195002,127080,,,3322082,-138357,3460439,,3460439
184955,860038800,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2937750,0,2937750,743776,0,3713737,0,-295093,-327304,19577,1001501,,-847126,251919,-1099045,0,-1099045
184955,860038800,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2636995,0,2636995,1191383,0,4080941,0,-653447,-906010,228665,1163596,,-2005981,1516953,-3522934,0,-3522934
184957,830105897,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2172356,,2172356,228459,1465686,281064,10550,,643515,323,21473,,925238,390438,534800,,534800
184957,830105897,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2771243,,2771243,13169,2315604,228319,89595,,150894,,36119,,162025,81295,80730,,80730
184975,900843896,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,28307,,37119,197,,-9009,84912,8791,,67112,-5089,72201,,72201
184975,900843896,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,346,,35,2754,,-2443,1894,18013,,-18562,4853,-23415,,-23415
184984,890927999,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,262740,,262740,2120053,194925,164039,,,2023829,210693,88993,,2147761,261930,1885831,,1885831
184984,890927999,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,499427,,499427,1434879,202375,2238166,,,-506235,59909,154419,,-578422,179566,-757988,,-757988
184988,900130997,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3417472,1960470,1457002,52388,,781264,50126,,678000,27627,402093,,303534,100166,203368,,203368
184988,900130997,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4968395,2941920,2026475,85671,,1179601,138407,,794138,7653,723823,,77968,25729,52239,,52239
185005,822000897,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,109211517,105075277,4136240,840160,117512,2225971,152092,,2480825,67822,1883028,,665619,-18505,684124,,684124
185005,822000897,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,95514698,91575207,3939491,482292,107953,2191426,149215,,1973189,2125,1603310,,372004,210662,161342,,161342
185009,891101599,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,813032,164043,648989,116687,,555219,,,210457,2960,23186,,190231,54540,135691,,135691
185009,891101599,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,560652,,560652,3669523,,512884,,,3717291,64,1490,,3715865,361933,3353932,,3353932
185025,860529097,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,854605,,854605,304072,,817462,281898,,59317,151976,,,211293,181789,29504,,29504
185025,860529097,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1175341,,1175341,836529,,1884188,108102,,19580,252348,,,271928,137067,134861,,134861
185030,860523097,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,537097,417428,119669,1627823,,239851,42303,,1465338,331950,,,1797288,564072,1233216,,1233216
185030,860523097,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,544994,431189,113805,440773,,116778,25146,,412654,21143,,,433797,224616,209181,,209181
185047,900680899,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,25271814,20874683,4397131,2104984,,2939996,23039,,3539080,57116,8689,,3587507,431374,3156133,,3156133
185047,900680899,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5034785,2723596,2311189,1296662,,1920943,24627,,1662281,38776,6291,,1694766,180473,1514293,,1514293
185051,830028496,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,13293428,12227911,1065517,24168,,336669,13533,,739483,252357,347237,,644603,231894,412709,,412709
185051,830028496,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,13874297,11652043,2222254,175162,,301852,250157,,1845407,87140,270145,,1662402,401891,1260511,,1260511
185060,830067699,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3271826,795954,2475872,0,44378,482422,0,63979,2013051,8281,1860733,,202956,5851,197105,,197105
185060,830067699,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5711873,2956664,2755209,483011,44658,551570,20503,,2621489,10115,2152677,,478927,49273,429654,,429654
185083,900049598,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1249130,,1249130,26808,,1637300,,,-361362,,346957,,-708319,17362,-725681,,-725681
185083,900049598,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1431578,,1431578,26821,,630587,,,827812,,677723,,150089,80473,69616,,69616
185101,900392900,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,631575,,631575,5421268,,684533,4566738,,801572,,2247,,799325,261618,537707,,537707
185101,900392900,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1787071,,1787071,21634375,,630457,819268,,21971721,,975,,21970746,2237384,19733362,,19733362
185109,830092830,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,33617728,24361913,9255815,573163,4412731,2690691,58403,,2667153,,1356045,,1311108,541270,769838,,769838
185109,830092830,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,32810032,23846170,8963862,473127,4444655,2628988,40300,,2323046,,1270521,,1052525,434830,617695,,617695
185175,817000499,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,42223139,36901516,5321623,895346,5510481,712777,1052775,,-1059064,,,,-1059064,53667,-1112731,,-1112731
185175,817000499,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,42221581,35885396,6336185,726697,5606339,574625,1162256,,-280338,,,,-280338,129382,-409720,,-409720
185186,830128700,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11407791,9838736,1569055,183457,,642536,469182,,640794,11,124893,,515912,312520,203392,-3660,199732
185186,830128700,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15927106,13118673,2808433,627198,,1195558,462341,,1777732,1,129806,,1647927,728783,919144,-75021,844123
185242,900583096,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,34014,,15411,,,18603,,,,-89682,,-89682,,-89682
185242,900583096,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,14547133,,35058,,,14512075,,,,-11576491,31717,-11608208,,-11608208
185281,830087099,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,51879052,46546449,5332603,691007,,3591614,307798,,2124198,51340,441749,,1733789,628196,1105593,,1105593
185281,830087099,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,45698836,40985970,4712866,385642,,3701616,210883,,1186009,432483,615273,,1003219,420375,582844,,582844
185292,800133796,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,498808,,498808,1659073,4540,693335,19378,,1440628,,5932,,1434696,-68218,1502914,,1502914
185292,800133796,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,399041,,399041,370297,4615,702520,37085,,25118,,12191,,12927,779,12148,,12148
185304,890204496,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11750088,8061324,3688764,79790,8144,2471854,443331,981065,1826290,24402,319026,,-173966,-1313686,1139720,,1139720
185304,890204496,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2298772,346804,1951968,346580,6466,1641425,2587752,3180037,1242942,10527,558035,,695434,330669,364765,,364765
185306,900443000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,53003703,45759453,7244250,93084,2316207,1531698,45975,3322,3446776,245111,302231,,3389656,1197380,2192276,,2192276
185306,900443000,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,53121578,46367232,6754346,71538,2338418,1014618,69405,,3403443,292732,336354,,3359821,1381358,1978463,,1978463
185308,800179336,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,36056962,21582395,14474567,462252,9137395,4916846,285147,,597431,4609,194596,,407444,190628,216816,0,216816
