Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente","Activos biológicos corrientes, al costo menos depreciación acumulada y deterioro de valor","Activos biológicos corrientes, al valor razonable",Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,"Propiedades, planta y equipo",Propiedades de inversión al costo menos depreciación acumulada y deterioro,Propiedades de inversión a valor razonable con cambios en resultados,Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones en subsidiarias,Inversiones en asociadas,Inversiones en negocios conjuntos,"Activos biológicos no corrientes, al costo menos depreciación acumulada y deterioro del valor","Activos biológicos no corrientes, al valor razonable",Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Préstamos corrientes,Parte corriente de préstamos no corrientes,Otros pasivos no financieros corrientes,Total pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Parte no corriente de préstamos no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
179338,890306172,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,151556,4024355,,898404,,,112912,,,,,5187227,153671502,,,,6350,,80000,,,,,,575335,,2068450,,,156401637,161588864,156174,,156174,5351718,277048,54003,54003,,,,,5838943,,,,,20372859,,31065877,,257994,51696730,57535673,700000,55589,,,84697735,,1236161,17363706,104053191,161588864
179338,890306172,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2969864,5240049,,953076,,,91383,,,,,9254372,149037705,,,,9395,0,103961,,,,,,1570422,,,,,150721483,159975855,125385,,125385,5323396,1889886,90181,90181,,,,,7428848,,,,,20486843,,31410927,,268494,52166264,59595112,700000,55589,,,84697735,,1236161,13691258,100380743,159975855
179353,890200179,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4883991,29187934,44327485,4844050,,,,,,,,85284806,46661610,,,,9140319,,,,,,,,1395174,,,644713,,57841816,143126622,,1704801,1704801,8963669,9792101,54503105,54503105,,6881460,,,81845136,,,,,408144,,2798527,,10718739,13925410,95770546,13902500,,,,4000000,22187162,2777344,4489070,47356076,143126622
179353,890200179,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3233057,26875011,33590298,4315459,,,,,,,,71299234,45923706,,,,7333327,,,,,,,,429402,,,188263,,53874698,125173932,,1835872,1835872,8347296,9398722,48357761,48357761,,4316668,,,72256319,,,,,199899,,1207660,,8328738,9736297,81992616,12942500,,,,4000000,22187162,3077208,974446,43181316,125173932
179358,900308782,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1000,205161,182306,,,,,,,,,388467,15868792,,,,,2053256,,,,808451,3112016,,,,,,,21842515,22230982,12677,,12677,1120342,424010,,,,,,,1557029,27433,,27433,2652352,941253,,7914424,,124520,11659982,13217011,13298342,5,,,,,,-4284376,9013971,22230982
179358,900308782,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1000,82686,213501,,,,,,,,,297187,15987036,,,,,3173367,,,,946024,2878432,,,,,,,22984859,23282046,11566,,11566,1070346,483482,,,,,,,1565394,22116,,22116,2816285,922524,,6885186,,119520,10765631,12331025,13298342,5,,,,,,-2347326,10951021,23282046
179400,900319291,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,6319002,934272,0,1312910,0,0,0,0,,,,8566184,105925,0,0,0,13308043,,,,,0,0,0,121346,0,0,0,,13535314,22101498,0,53761,53761,1946166,517699,841507,841507,0,220688,,0,3579821,0,0,0,726420,0,0,4520000,4520000,0,5246420,8826241,11523808,0,0,0,0,0,1533832,217617,13275257,22101498
179400,900319291,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3285991,893335,0,1002789,0,0,0,0,,,,5182115,277480,0,0,0,10000127,0,0,0,0,0,0,0,58667,0,0,0,,10336274,15518389,0,0,0,2456051,548071,2385314,2385314,0,225317,,0,5614753,0,0,0,2266433,0,0,2988873,2988873,0,5255306,10870059,3044998,0,0,0,0,0,768729,834603,4648330,15518389
179423,807006174,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1495763,1288874,27877922,1502040,,,,,,,,32164599,2456714,,196094,,19048,,13477125,,,,2231503,11337105,,,,,,29717589,61882188,185790,,185790,5455052,248485,214894,214894,,270808,,,6375029,,,,7413729,431628,,20461615,20461615,9650770,37957742,44332771,2000000,,,,,,562974,14986443,17549417,61882188
179423,807006174,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2660487,1914319,31622814,984224,,,,,,,,37181844,2084209,,189827,,40646,,15839965,,,,5192955,11793376,,,,,,35140978,72322822,216245,,216245,3529572,535031,61540,61540,,180878,,,4523266,,,,12716444,373391,,27051344,27051344,15156060,55297239,59820505,2000000,,,,,,541846,9960471,12502317,72322822
179426,890406491,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,6917677,3433907,2584535,1336309,,,7784199,7470744,,,,29527371,9129685,,651982,,1436,,,,,,,,33997,,,,,9817100,39344471,,,,2425775,1421225,864458,864458,,3356106,,,8067564,,,,,2324552,,,,10074597,12399149,20466713,891000,1831800,,,,7253262,426565,8475131,18877758,39344471
179426,890406491,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,11159011,2483689,1719615,353764,,,8213890,4044000,,,,27973969,9563539,,651982,,5739,,,,,,,,,,,,,10221260,38195229,,,,2256005,268662,500000,500000,,8226367,,,11251034,,,,,2141915,,,,7390249,9532164,20783198,891000,1831800,,,,7253262,426565,7009404,17412031,38195229
179448,901032289,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,435966,160377,,,,,0,,,,,596343,,,,,,,302615734,,,,,,579866,,,,,303195600,303791943,,,,10106,,,,,,,,10106,,,,,,,,,,,10106,3931128,,,,95792002,,85665836,118392871,303781837,303791943
179448,901032289,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,47905,812438,,,,,2756,,,,,863099,,,,,,,264709540,,,,,,,,,,,264709540,265572639,,,,,375723,,,,,,,375723,,,,,,,,,,,375723,3931128,,,,103449346,,85665836,72150606,265196916,265572639
179456,900552776,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,94613,,,3138,,,1085653,,,,,1183404,6290406,,,,,6469158,,,,,,,,,368361,,,13127925,14311329,17461,,17461,10088,30283,,,,1556940,,,1614772,,,,,967111,,,,,967111,2581883,10000,2694752,,,,4945425,3792704,286565,11729446,14311329
179456,900552776,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,64210,,,,,,1649311,,,,,1713521,854119,,,,,2500000,,,,,,,,,368361,,,3722480,5436001,13625,,13625,55487,16713,,,,2376527,,,2462352,,,,,,,,,0,0,2462352,10000,2694752,,,,,9372,259525,2973649,5436001
179459,830095937,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,25663,2816941,0,237979,0,0,0,0,,,,3080583,0,0,0,0,0,27430451,156287,,0,0,0,0,653291,0,5929680,0,,34169709,37250292,0,0,0,2554853,11920,2425888,2425888,0,0,,0,4992661,0,0,0,0,3027175,0,0,0,0,3027175,8019836,400000,0,0,0,0,0,2218788,26611668,29230456,37250292
179459,830095937,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,25113,3566692,0,237980,0,0,0,0,,,,3829785,0,0,0,0,0,0,21860326,,0,0,0,0,411189,0,3112022,0,,25383537,29213322,0,0,0,2036896,2158,2588447,2588447,0,0,,0,4627501,0,0,0,0,2223559,0,0,0,0,2223559,6851060,400000,0,0,0,0,0,4396445,17565817,22362262,29213322
179461,860009487,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,357865,1663656,,,,98980,35707618,,,,,37828119,1194680,,7956160,,,,197718878,,,,,,3312897,,,,,210182615,248010734,,,,367947,923543,,,,46900,,,1338390,,,,10984410,12696354,,,,,23680764,25019154,1241813,168561918,,,,553733,23380952,29253164,222991580,248010734
179461,860009487,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,422207,593098,,,,122826,41713832,,,,,42851963,1231186,,7956160,,,,193424504,,,,,,2470162,,,,,205082012,247933975,,,,3514580,2555550,,,,48094,,,6118224,,,,11709038,11318539,,,,,23027577,29145801,776133,168561918,,,,553733,10152413,38743977,218788174,247933975
179479,860027583,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1296507,3259290,228090,,,,29194647,,,,,33978534,1014513,118357797,,,,,,,,,,,,,,,,119372310,153350844,,,,11603867,167701,11961485,11961485,,5720728,,,29453781,,,,2471100,,,35181943,35181943,,37653043,67106824,18657880,,,,,,13874447,53711693,86244020,153350844
179479,860027583,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1154461,683194,223013,,,,16437761,,,,,18498429,1130839,113550252,,,,,,,,,,,,,,,,114681091,133179520,,,,9053880,661234,10457190,10457190,,5901499,,,26073803,,,,2484659,,,,,33500000,35984659,62058462,18657880,,,,,,3030000,49433178,71121058,133179520
179483,891855774,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,44007,9616033,1941649,18296,,,13196536,,,,,24816521,6411108,,,,,,,,,,,,141931,,,,,6553039,31369560,,,,190413,,207584,207584,,12691420,,,13089417,,74829,74829,5894422,279942,,9497027,9497027,,15746220,28835637,3106608,,,,,213236,474077,-1259998,2533923,31369560
179483,891855774,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,54464,10240628,2310374,49100,,,12739612,,,,,25394178,6371924,,,,106,,,,,,,,70260,,,,,6442290,31836468,,,,281714,,257248,257248,,12700897,,,13239859,,104299,104299,5861306,289342,,9214415,9214415,,15469362,28709221,3106608,,,,,,474077,-453438,3127247,31836468
179486,890911296,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,107,,,8549,,,,,,,,8656,,,,,,7535774,,,,,,,967,,42682,,,7579423,7588079,,,,,,,,,,,,,,,,6105842,,,,,,6105842,6105842,3138,17178,,,,,1569,1460352,1482237,7588079
179486,890911296,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,93,,,8558,,,,,,,,8651,,,,,,7573268,,,,,,,967,,42682,,,7616917,7625568,,,,,,,,,,,,,,,,6103839,,,,,,6103839,6103839,3138,17178,,,,,1569,1499844,1521729,7625568
179519,800133177,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1424999,1863098,,1667542,,,,4711,,,,4960350,155452,,230023116,,5830,91762579,,,,,,,94425,,,2035643,,324077045,329037395,20747,,20747,153980,2534196,5220762,5220762,,15399,,,7945084,,,,,7102746,,6695761,6695761,,13798507,21743591,1770000,,,,,,976866,304546938,307293804,329037395
179519,800133177,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1306567,1849500,0,1137843,0,0,0,44789,,,,4338699,186251,,215952255,,7011,75356768,0,,,,,,92790,,,556114,,292151189,296489888,,,,2061740,2647695,3755403,3755403,,12881,,,8477719,,,,,8048289,,3378572,3378572,,11426861,19904580,1770000,,,,,,976866,273838442,276585308,296489888
179526,900536676,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,191849,1655668,,,,,43382,,,,,1890899,978668,,,,389028,,5509962,,,,,,3877,,,,,6881535,8772434,5681,0,5681,5304591,85217,,,,,,,5395489,,,,,17000,,,,,17000,5412489,10520,762637,,,,,,2586788,3359945,8772434
179526,900536676,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,15892,1144626,,,,,18671,,,,,1179189,1575218,,,,390135,,9123425,,,,,,7800,,,,,11096578,12275767,4663,,4663,9937402,61279,,,,,,,10003344,,,,,,,,,,,10003344,10500,762637,,,,,,1499286,2272423,12275767
179554,804006673,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1847162,1143300,,227768,,,,102797,,,,3321027,207556,,,,,18564,,,,,580233,419316,,,,,,1225669,4546696,602867,,602867,275701,442736,207962,207962,,,,,1529266,,,,1003,,,150000,150000,,151003,1680269,1000000,527567,,,,,378853,960007,2866427,4546696
179554,804006673,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,433869,1420356,,285992,,,,72530,,,,2212747,197755,,,,,19390,,,,,709221,1787686,,,,,,2714052,4926799,504184,,504184,271103,439140,60800,60800,,,,,1275227,,,,248103,,,960100,960100,,1208203,2483430,1000000,527567,,,,,343034,572768,2443369,4926799
179563,900010077,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,280617,7392065,5773611,,,,,54225,,,,13500518,8183263,,,,,,4694108,,,,273512,,,,,,,13150883,26651401,117298,,117298,5939903,53482,5887981,5887981,,,,,11998664,,,,2426507,738603,,,,,3165110,15163774,1500000,,,,5752676,,378689,3856262,11487627,26651401
179563,900010077,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,491231,4370641,2937506,,,,,53829,,,,7853207,6614861,,,,,,1703000,,,,203941,,,,,,,8521802,16375009,81956,,81956,4156992,90836,2873582,2873582,,,,,7203366,,,,2161561,1618994,,,,,3780555,10983921,1500000,,,,2110728,,310119,1470241,5391088,16375009
179568,830068483,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,431599,2717081,,,,,,,,,,3148680,104907,3971839,,,25565,,,,,,,,48737,,,515108,,4666156,7814836,96471,,96471,632795,393019,239876,,239876,,,,1362161,,,,,651947,,,,880763,1532710,2894871,950000,912062,,,,,280312,2777591,4919965,7814836
179568,830068483,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,218840,4298608,,,,,,,,,,4517448,106660,3415588,,,27469,,,,,,,,100810,,,408987,,4059514,8576962,73944,,73944,724114,213791,170283,,170283,,,,1182132,,,,,1019584,,,,2537786,3557370,4739502,450000,,,,,,280312,3107148,3837460,8576962
179596,860071072,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1546817,4637245,87416,372423,,,,,,,,6643901,360822,,11314137,,,,15188307,,,,1573484,,850049,,,,,29286799,35930700,48101,,48101,346619,586108,,,,,,,980828,,,,17396079,1750096,,,,,19146175,20127003,903360,,,,,,,14900337,15803697,35930700
179596,860071072,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1156194,1237231,79865,333748,,,,,,,,2807038,192691,,7577591,,,,15522027,,,,1636434,,914305,,,,,25843048,28650086,38454,,38454,621501,1976,,,,,,,661931,,,,17181306,2535706,,,,,19717012,20378943,903360,,,,,,,7367783,8271143,28650086
179641,891855573,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,768463,3721233,2998515,,,,,,,,,7488211,6107289,,,,192234,,2358079,,,,525240,,30471,,,,,9213313,16701524,292904,102431,395335,1750986,,287300,287300,,,,,2433621,,,,519717,173329,384308,274785,274785,,1352139,3785760,2999704,5245192,,,255897,,1168019,3246952,12915764,16701524
179641,891855573,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1032290,2100608,3139189,63555,,,,,,,,6335642,6358054,,,,192234,,2381088,,,,525240,,20647,,,,,9477263,15812905,232495,,232495,1361606,,668991,668991,,,,,2263092,,,,793668,173329,96237,449829,449829,37700,1550763,3813855,1837508,5245192,,,1418093,,1064559,2433698,11999050,15812905
179652,830113477,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1951580,7464029,,,,,,,,,,9415609,114701216,,0,,,26944187,19102973,,,,364048,,1725130,,42598208,,,205435762,214851371,5855,,5855,3771796,222569,8887723,8887723,,3106269,,,15994212,,640352,640352,,29878933,,,,7475920,37995205,53989417,19741401,654990,,,,1947866,30656486,107861211,160861954,214851371
179652,830113477,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,4671475,1488406,,,,,,,,,,6159881,19505329,,74696937,,,778247,27678371,,,,985800,,729170,,46388044,,,170761898,176921779,,,,2725815,1108606,8581990,8581990,,1505895,,,13922306,,,,,27240339,,,,765376,28005715,41928021,17400033,632282,,,,0,19596262,97365181,134993758,176921779
179731,800146378,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,0,,,243,,,,,,,,243,,,,,,,19941560,,,,530738,,,,,,,20472298,20472541,,,,59304,,,,,,,,59304,,,,,,,,,,,59304,520500,,,,,,163646,19729091,20413237,20472541
179731,800146378,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,0,,,,,,,,,,,0,,,,,,,19941560,,,,530738,,,,,,,20472298,20472298,,,,53597,848,,,,,,,54445,,,,,,,,,,,54445,520500,,,,,,144348,19753005,20417853,20472298
179776,802013476,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1262685,,,10584,,,500395,,,,,1773664,,,10003685,,,,8363663,,,,,,0,,,,,18367348,20141012,,,,5384566,19159,,,,,,,5403725,,,,0,110302,,,,,110302,5514027,3000000,,,,,,120000,11506985,14626985,20141012
179776,802013476,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1299891,,,9658,,,2486659,,,,,3796208,,,10003685,,,,5877005,,,,,,202680,,,,,16083370,19879578,,,,6737054,151401,,,,,,,6888455,,,,5295027,135673,,,,,5430700,12319155,240000,,,,,,120000,7200423,7560423,19879578
179845,805007674,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,330684,17303455,22450599,3000323,0,0,7173992,1287625,,,,51546678,13811533,0,19732615,,435436,,3875091,,,,497633,,1002457,,454713,,,39809478,91356156,,,,23814501,616637,14349764,12719965,1629799,7576106,,,46357008,,,,,1645823,,8489011,8489011,,10134834,56491842,9609437,79514,,,,,8252244,16923119,34864314,91356156
179845,805007674,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1570536,24598310,27361753,3168779,0,0,8081589,1136636,,,,65917603,24618408,,7921942,,262481,,3869824,,,,526914,,802627,,132266,,,38134462,104052065,,,,23779422,777860,23273427,21864422,1409005,15289927,,,63120636,,,,,1851015,,5318668,5318668,,7169683,70290319,9609437,79514,,,,,8196097,15876698,33761746,104052065
179852,900508373,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,57726,585087,1605234,,,,891173,,,,,3139220,475168,,,,,,,25000,,,,,,,,,,500168,3639388,13238,,13238,134802,228214,14380,14380,,,,,390634,,,,,,,,,,,390634,730000,,,,750000,,85523,1683231,3248754,3639388
179852,900508373,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2497795,1660486,208000,,,,12498,,,,,4378779,438783,,,,,,,,,,,,,,,,,438783,4817562,17076,,17076,541583,630636,229055,229055,,,,,1418350,,,,,,,371986,371986,93257,465243,1883593,730000,,,,750000,,36686,1417283,2933969,4817562
179853,900375188,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2881285,223972,68495,,,,,,,,,3173752,27710038,,,,,,,10,,,,,,,,,,27710048,30883800,68889,,68889,220790,78828,,,,,,,368507,,,,,,,,,,,368507,10464300,,,,,,,20050993,30515293,30883800
179853,900375188,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1698944,148258,76222,,,,,,,,,1923424,28488687,,,,,,,10,,,,,,,,,,28488697,30412121,69199,,69199,192651,68821,,,,,,,330671,,,,,,,,,,,330671,10464300,,,,,,,19617150,30081450,30412121
179854,900160972,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,17788,1907889,686316,,,,2012526,,,,,4624519,9310722,,,,,,,,,,,,160601,,,17515,,9488838,14113357,5191,,5191,140210,218929,1379148,639168,739980,,,,1743478,,,,,1043966,,6664068,6664068,9833,7717867,9461345,1030000,,,,,,,3622012,4652012,14113357
179854,900160972,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,45822,3135747,,,,,2274723,,,,,5456292,8743573,,,,,,,,,,,,165544,,,16046,,8925163,14381455,3752,,3752,73124,144825,1353783,441576,912207,,,,1575484,,,,,1033925,,7165205,7165205,118213,8317343,9892827,1030000,,,,,,59007,3399621,4488628,14381455
179864,900440779,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,350713,1521817,91800,14565,,,,,,,,1978895,13910,,,,,,,,,,,,,,,,,13910,1992805,23329,,23329,251322,471097,2936,2936,,23654,,,772338,,,,0,,,187718,187718,,187718,960056,85000,,,,,,43136,904613,1032749,1992805
179864,900440779,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,35678,527804,871663,64240,,,,,,,,1499385,21539,,,,,,,,,,,,,,,,,21539,1520924,16494,,16494,145545,272435,3015,3015,,,,,437489,,,,0,,,198318,198318,,198318,635807,85000,,,,,,43136,756981,885117,1520924
179902,802009573,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,352911,7582,,21013,,,236967,2242029,,,,2860502,1430251,,1322960,,,,4582531,,,,,,2325,,,,,7338067,10198569,,,,,30906,11695,,,,,,42601,,,,3398077,,,263525,,,3661602,3704203,220000,,,,,,104258,6170108,6494366,10198569
179902,802009573,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,219736,0,,17444,,,236967,2242029,,,,2716176,1535234,,1322960,,,,4582531,,,,,,2325,,,,,7443050,10159226,,,,,21514,12615,,,,,,34129,,,,5045741,,,285325,,,5331066,5365195,220000,,,,,,104258,4469773,4794031,10159226
180298,900520983,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1796321,103601,196161,,,,,,,,,2096083,794402,,,,5757,,600000,,,,,,64191,,,,,1464350,3560433,,,,159786,343855,,,,30180,,,533821,,,,,,,369978,369978,,369978,903799,1801638,,,,102890,,,752106,2656634,3560433
180298,900520983,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,655003,514504,152806,,,,,,,,,1322313,745396,,,,6396,,600000,,,,,,41816,,,,,1393608,2715921,,,,225508,70828,,,,22097,,,318433,,,,,,,492960,492960,,492960,811393,1801638,,,,,,102890,,1904528,2715921
180334,811020687,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,15,,,134,,,,,,,,149,,,,,,10824211,,,,,,,,,,,,10824211,10824360,,,,14990,,,,,,,,14990,,,,,,,,,,,14990,22000,,,,,,113949,10673421,10809370,10824360
180334,811020687,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,15,993,,,,,,,,,,1008,,,,,,8649953,,,,,,,,,,,,8649953,8650961,,,,4839,90,,,,,,,4929,,,,,,,,,,,4929,22000,,,,,,113949,8510083,8646032,8650961
180358,805023081,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,47992,2285361,21108,121035,,,,29555,,,,2505051,1979624,,470857,,6886363,10263039,,,40650,,866820,,,,,1057943,,21565296,24070347,65946,,65946,1208688,169885,420000,,420000,18847,,,1883366,,,,5500805,,,3967973,3967973,,9468778,11352144,466000,564307,,,20055,,350044,11317797,12718203,24070347
180358,805023081,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,764731,928421,,160722,,,,1676,,,,2119640,1545310,,470857,,,10263039,,,40650,,4364222,,,,,,,16684078,18803718,19053,,19053,634722,231804,310000,,310000,,,,1195579,,,,2557191,,,2983883,2983883,,5541074,6736653,466000,564307,,,20055,,350044,10666659,12067065,18803718
180382,811039588,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,50890,2281,0,0,0,0,11311544,48842,,,,11413557,818287,22238633,0,0,0,,,4192885,0,0,655326,0,604,0,46047646,0,,73953381,85366938,0,0,0,744608,343605,0,0,0,36678,,0,1124891,0,0,0,0,6024223,0,0,0,0,6024223,7149114,779750,10479413,0,0,0,0,44936099,22022562,78217824,85366938
180382,811039588,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,27638,2300,0,0,0,0,10258258,9802,,,,10297998,840666,22760221,0,0,0,,,4192885,0,0,2318425,0,584276,0,37837102,0,,68533575,78831573,0,0,0,1224645,186912,0,0,0,34599,,0,1446156,0,0,0,0,5827575,0,0,0,0,5827575,7273731,779750,10479413,0,0,0,0,43319077,16979602,71557842,78831573
180389,815001778,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,5017696,777712,139696,876502,,,,,,,,6811606,8824462,,78781468,,34806,,,,,,,,32189,,,979997,,88652922,95464528,,,,5575824,1236167,587453,,,,,,7399444,,,,,20187544,,5185858,,,25373402,32772846,4600398,,,,,,8624583,49466701,62691682,95464528
180389,815001778,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,8847425,919715,364263,489500,,,,,,,,10620903,4318460,,79826198,,39855,,,,,,,,154473,,,2014026,,86353012,96973915,,,,8835939,1209742,642395,,,,,,10688076,,,,,20603567,,5865739,,,26469306,37157382,4600398,,,,,,6466637,48749498,59816533,96973915
180392,900387774,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,101395,,33056,131857,,3404255,,,,,,3670563,408324,,,,,,,,,,3133194,,16027,,,,,3557545,7228108,42467,0,42467,1482652,65780,1447561,298332,1149229,,,,3038460,,,,6065,492493,,,,170000,668558,3707018,1600000,0,,,,,42722,1878368,3521090,7228108
180392,900387774,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,64422,11963,245225,66230,,1312294,,12004,,,,1712138,464928,,,,,,,,,,3277693,,50708,,,,,3793329,5505467,6792,27254,34046,627885,265824,1616709,278646,1338063,,,,2544464,,,,9366,59914,,,,104495,173775,2718239,1600000,0,,,,,42722,1144506,2787228,5505467
180410,900730980,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,528,3790691,,,,,,,,,,3791219,810000,,,,,,16309573,,,,,,15699,,,9901234,,27036506,30827725,,,,3356753,35202,,,,,,,3391955,,,,,,,,,,,3391955,376008,,,,20185796,,,6873966,27435770,30827725
180410,900730980,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,11062,5660557,,,,,,,,,,5671619,810000,,,,,,17948646,,,,,,0,,,14445016,,33203662,38875281,,,,3822595,23475,,,,,,,3846070,,,,,,,,,,,3846070,376001,,,,26171579,,,8481631,35029211,38875281
180425,900557788,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,905,,,1541,,,,,,,,2446,,,,,,,,,,,,,108,,34431188,,,34431296,34433742,,,,,,,,,,,,,,,,,,,4616448,4616448,,4616448,4616448,1000,,,,,,7926575,21889719,29817294,34433742
180425,900557788,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,905,,,1541,,,,,,,,2446,,,,,,,,,,,,,90,,32713461,,,32713551,32715997,,,,,,,,,,,,,,,,,,,4610231,4610231,,4610231,4610231,1000,,,,,,6208849,21895917,28105766,32715997
