Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Se reunió el Máximo Órgano Social para considerar los estados financieros,Valor de las utilidades decretadas en miles de pesos (ejercicio inmediatamente anterior),Razón social de la sociedad,Objeto social principal,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Corte de cuentas según estatutos,Fecha de constitución (Aaaa-Mm-Dd),Fecha de vencimiento (Aaaa-Mm-Dd),Estado actual,Tipo societario,La sociedad es,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección de notificación judicial,Ciudad de la dirección de notificación judicial,Dirección del domicilio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Teléfono del domicilio,Celular corporativo,E-mail de la sociedad,Matricula mercantil número,Domicilio casa matriz sucursal de sociedad extranjera,País del domicilio casa matriz sucursal de sociedad extranjera,La compañía está obligada a tener Revisor fiscal?,El Revisor fiscal pertenece a una firma?,A que firma pertenece el Revisor Fiscal?,Los estados finacieros estan acompañados del dictamen del revisor fiscal?,Concepto del Revisor fiscal en su informe,Estos estados financieros presentan información reexpresada?,La información reexpresada corresponde a:,Reexpresión según normatividad que aplique,"La Entidad posee inversiones en subsidiarias, asociadas y/o negocios conjuntos?"
182928,820004286,12/31/2019,50 NIIF Pymes - Separados,Si,,ASPRO SAS,"construcción y mantenimiento de semáforos en general donde desarrolla actividades primarias y conexas  a dicha actividad; para la ejecución de contratos de obra, para empresas públicas, privadas y particulares",F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,11/13/2002,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,DIG 38 N 16 124,BOYACA,TUNJA-BOYACA,DIG 38 N 16 124,BOYACA,TUNJA-BOYACA,7473076,3142322202,aspro.sasfacturas@gmail.com,61700,,,Si,No,,Si,03. LIMPIO,No,,,Si
182937,900040184,12/31/2019,50 NIIF Pymes - Separados,Si,,CARVAJAL CONSTRUCTORES Y ASOCIADOS SAS,Construccion,F4111 - Construcción de edificios residenciales,01. ANUAL,7/19/2005,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CHILACOS 15 66,CUNDINAMARCA,CHIA-CUNDINAMARCA,AV CHILACOS 15 66,CUNDINAMARCA,CHIA-CUNDINAMARCA,8624529,3208527733,carvajal.constructores@gmail.com,1510263,,,Si,No,,,,No,,,Si
182970,900098985,12/31/2019,50 NIIF Pymes - Separados,No,,ORGANIZACION VIHONCO IPS SOCIEDAD POR ACCIONES SIMPLIFICADA,"La prestación de servicios de atención integral a pacientes con VIH, sida y cáncer, así como atención integral a pacientes hemofílicos, pacientes con enfermedad de Von Willebrand y demás trastornos de la coagulación y/o trastornos hematológicos, consulta médica general, consulta médica especializada, consulta sicológica, realización de exámenes de laboratorio CD3, CD4, CD8, carga viral, suministro  de medicamentos de alto costo, tanto para VIH, sida como para cáncer, del POS y no POS y material médico quirúrgico, actividades de promoción de la salud y prevención de dichas enfermedades","Q8621 - Actividades de la práctica médica, sin internación",01. ANUAL,7/31/2006,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 29    44   174,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 29    44   174,ANTIOQUIA,MEDELLIN-ANTIOQUIA,5604158,3173695215,contabilidad@vihonco.com,36707812,,,Si,Si,SINERGIA GRUPO CONSULTOR SAS,Si,03. LIMPIO,No,,,Si
183001,900200392,12/31/2019,50 NIIF Pymes - Separados,Si,,PRAGA SERVICIOS INMOBILIARIOS S A,Actividades inmobiliarias realizadas con bienes propios o arrendados,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,2/6/2008,3/31/2050,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 23 124 87 OF 805 TO II,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 23 124 87 OF 805 TO II,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7568331,3112194369,	 contabilidad@praga.com.co,1773698,,,Si,No,,Si,03. LIMPIO,No,,,Si
183084,830511286,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSORA DE BIENES Y VALORES SAS INBIVAL SAS,INVERSION DE ACTIVOS PROPIOS Y ARRENDAMIENTO DE INMUEBLES PROPIOS,K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,12/4/2007,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 18 93 90,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 18 93 90,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6101077,3185229507,RQUIROS@ALIADO.COM.CO,1438076,,,Si,Si,RHC ACCOUNT ADVISERS SAS,Si,03. LIMPIO,No,,,Si
183093,901216288,12/31/2019,50 NIIF Pymes - Separados,Si,,ZIPANGU SAS ,INVERSION DE TODA CLASE DE MUEBLES E INMUEBLES ,A0161 - Actividades de apoyo a la agricultura,01. ANUAL,9/10/2018,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 117 6 56 ,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 117 6 56,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6129811,3123712003,ANVARGASW@GMAIL.COM,3010339,,,Si,No,,Si,03. LIMPIO,No,,,Si
183098,804010786,12/31/2019,50 NIIF Pymes - Separados,Si,,INGENIERIA Y TECNOLOGIA ESPECIALIZADA SAS,ACTIVIDADES DE INGENIERIA ARQUITECTURA Y CONEXAS,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. ANUAL,11/30/2000,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CARRERA 31 NO 51-74 OF 1210EDIFICIO TORRE MARDEL,SANTANDER,BUCARAMANGA-SANTANDER,CARRERA 31 NO 51-74 OF 1210 EDIFICIO TORRE MARDEL,SANTANDER,BUCARAMANGA-SANTANDER,6431991,3156290036,contabilidad@ite.com.co,05-086359-16,,,Si,No,,Si,03. LIMPIO,No,,,Si
183139,860058389,12/31/2019,50 NIIF Pymes - Separados,Si,1036056,INFERCAL SA,PRESTACION DE SERVICIOS PROFESIONALES Y EJECUCION DE OBRAS CIVILES ,F4210 - Construcción de carreteras y vías de ferrocarril,01. ANUAL,7/31/1978,7/31/2048,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,TV 22 # 98 82 OF 304.,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,TV 22 # 98 82 OF 304.,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3905774,3102373182,freelanceab@hotmail.com,106444,,,Si,No,,Si,03. LIMPIO,No,,,Si
183201,901256988,12/31/2019,50 NIIF Pymes - Separados,Si,,PROMOTORA DE INVERSIONES LA FE SAS,ACTIVIDADES DE ADMINISTRACION EMPRESARIAL,M7010 - Actividades de administración empresarial,01. ANUAL,12/14/2018,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,TRV 54 N 99-44 EL POZON ,BOLIVAR,CARTAGENA-BOLIVAR,TRV 54 N 99-44,BOLIVAR,CARTAGENA-BOLIVAR,6537082,3157311258,avelezimptos@gmail.com,09-107612-12,,,No,,,,,No,,,Si
183315,900296087,12/31/2019,50 NIIF Pymes - Separados,No,,MURPEL SAS,ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,6/23/2009,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 48 35 74,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CR 48 35 74,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4487970,3006541011,contamarrocar@feriadelbrasier.com.co,21-415723-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
183322,900428286,12/31/2019,50 NIIF Pymes - Separados,Si,,CAMARA DIGITAL SAS,PRODUCTORA Y COMERCIALIZADORA DE SOLUCIONES EN COMUNICACION,"J5912 - Actividades de posproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",01. ANUAL,3/23/2011,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 14 77 20,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 14 77 20,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6111000,3162481954,camaratv@gmail.com,2087455,,,Si,Si,L&Q REVISORES FISCALES,Si,03. LIMPIO,No,,,Si
183325,804017887,12/31/2019,50 NIIF Pymes - Separados,Si,,GRUPO ANDINO MARIN GRAMA CONSTRUCCIONES S.A,4111,F4111 - Construcción de edificios residenciales,01. ANUAL,8/23/2004,1/5/2057,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 35 17 56 PISO 13,SANTANDER,BUCARAMANGA-SANTANDER,CALLE 35 17 56 PISO 13,SANTANDER,BUCARAMANGA-SANTANDER,6334446,3134205696,ggaravito@grupograma.com,5115911,,,Si,Si,CYAT SAS,Si,03. LIMPIO,No,,,Si
183380,830088172,12/31/2019,50 NIIF Pymes - Separados,Si,,ANDIVISION SAS,"Comercio al por mayor de computadores, equipo periférico y programas de informática ","G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",01. ANUAL,6/15/2001,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 52 22 44,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 52 22 44,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2558873,3134952827,contabilidad@andivision.co,1099388,,,Si,No,,Si,03. LIMPIO,No,,,Si
183388,900394584,12/31/2019,50 NIIF Pymes - Separados,Si,,INVERSIONES DURANA RINGAILA Y CIA SCA ,"INVERTIR EN BIENES RAICES , ACCIONES, TITULOS, BONOS. CON EL CARACTER DE ACTIVOS FIJOS  PRODUCTORES DE RENTA Y ADMINISTRAR  BIENES MUEBLES  E INMUEBLES DIRECTAMENTE  O POR INTERPUSTA PERSONA . ",L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,10/12/2010,10/12/2040,ACTIVA,05. SOCIEDAD EN COMANDITA POR ACCIONES,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 125 16 07,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CL 125 16 07,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2152934,3124576335,CABRIL@SUPERVISA.CO,2043382,,,Si,No,,Si,03. LIMPIO,No,,,Si
183393,900604884,12/31/2019,50 NIIF Pymes - Separados,Si,10249230,RM HOLDINGS SAS,"PARTICIPAR EN LA PRECALIFICACIÓN, CELEBRACIÓN Y EJECUCIÓN DE CONTRATOS DE CONCESIÓN PARA PROYECTOS DE INFRAESTRUCTURA, LA EJECUCIÓN Y OPERACIÓN DE LAS RESPECTIVAS OBRAS Y EL DESARROLLO DE LOS DEMÁS ACTOS, CONTRATOS, NEGOCIOS JURÍDICOS Y ACTIVIDADES QUE SEAN NECESARIAS PARA EL CUMPLIMIENTO DE SUS OBLIGACIONES LEGALES Y CONTRACTUALES",M7020 - Actividades de consultaría de gestión,01. ANUAL,3/27/2013,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 7 75 66 OF 702 ED C 75,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 7 75 66 OF 702 ED C 75,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3162070,3213700569,CONSUELO.GUAQUETA@ASHMOREGROUP.COM.CO,2307400,,,Si,Si,ASESORES Y CONSULTORES DE GERENCIA SAS,Si,03. LIMPIO,Si,1. Modificación información corte anterior,,Si
183398,900951486,12/31/2019,50 NIIF Pymes - Separados,Si,,GRUPO ANDINO MARIN VALENCIA URBANIZADORA SAS,CONTRUCCION DE EDIFICIOS RESIDENCIALES,F4111 - Construcción de edificios residenciales,01. ANUAL,2/15/2016,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 35 17 56 P 13,SANTANDER,BUCARAMANGA-SANTANDER,CL 35 17 56 P 13,SANTANDER,BUCARAMANGA-SANTANDER,6334446,3183728736,lgonzalez@grupograma.com,05-342699-16,,,Si,Si,CYATSAS,Si,02. CON SALVEDAD,No,,,Si
183426,901051294,12/31/2019,50 NIIF Pymes - Separados,No,,ESTRUCTURAR INFRAESTRUCTURA SAS,CONSTRUCCION EDIF NO RESIDENCIALES,F4112 - Construcción de edificios no residenciales,01. ANUAL,1/31/2017,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLLE 11 C 31 105,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CLLE 11 C 31 105,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3121888,3104249047,CONTABILIDAD@ESTRUCTURAR.CO,2158027812,,,Si,No,,Si,03. LIMPIO,No,,,Si
183441,800041787,12/31/2019,50 NIIF Pymes - Separados,Si,930000,lLHAURA VET S.A.,"FABRICACION, IMPORTACION , EXPORTACION DE INSTRUMENTAL AGRICOLA Y VETERINARIO",C3290 - Otras industrias manufactureras n.c.p.,01. ANUAL,5/10/1988,6/30/2021,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 22A 132 72 IN 35,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CALLE 22A 132 72 IN 35,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,4181194,3204501789,contabilidad@lhauta.com,332170,,,Si,No,,Si,03. LIMPIO,No,,,Si
183443,811026400,12/31/2019,50 NIIF Pymes - Separados,Si,,ALTERNATIVAS MODULARES ARQUITECTOS S.A.S,"ESTUDIO, DISEÑO PLANEACION, CONTRATACION Y EJECUCION DE OBRAS CIVILES Y OCNSTRUCCIONES PUBLICAS Y PRIVADAS.",M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. ANUAL,11/7/2000,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 5A 39 131 TORRE 3 OF 401,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 5A 39 131 TORRE 3 OF 401,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2660511,3004180662,natalia.milan@crearcimientos.com,21-276462-12,,,Si,No,,Si,03. LIMPIO,No,,,Si
183448,900391796,12/31/2019,50 NIIF Pymes - Separados,Si,,LA HERENCIA II SAS,ACTIVIDADES INMOBILIARIAS CON BIENES PROPIOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,10/27/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 8 No 11 65 OF 203,VALLE,CALI-VALLE,CRA 8 No 11 65 OF 203,VALLE,CALI-VALLE,8892762,3156616387,grupovelasco@admlosvallados.com,804239-16,,,Si,Si,ASESORIA EMPRESARIAL  SAS,Si,03. LIMPIO,No,,,Si
183454,900391795,12/31/2019,50 NIIF Pymes - Separados,Si,,SACHAMATE V SAS,ACTIVIDADES INMOBILIARIAS  REALIZADAS CON BIENES PROPIOS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,10/28/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 8 No 11 65 OF 203,VALLE,CALI-VALLE,CRA 8 No 11 65 OF 203,VALLE,CALI-VALLE,8892762,3156616387,gruposasa@admlosvallados.com,804246-19,,,Si,Si,ASESORIA EMPRESARIAL SA,Si,03. LIMPIO,No,,,Si
183463,802015298,12/31/2019,50 NIIF Pymes - Separados,Si,,AGRODEX INTERNATIONAL SAS,"IMPORTACION, COMERCIALIZACION Y DISTRIBUCION DE PRODUCTOS ALIMENTICIOS CONGELADOS, REFRIGERADOS Y SECOS, SEAN IMPORTADOS O NACIONALES ",C1084 - Elaboración de comidas y platos preparados,01. ANUAL,8/2/2001,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 77 N 59-35 OFICINA 13-03 CENTRO EMPRESARIAL LAS AMERICAS 3 ,ATLANTICO,BARRANQUILLA-ATLANTICO,CALLE 77 N 59-35 OFICINA 13-03 CENTRO EMPRESARIAL LAS AMERICAS 3 ,ATLANTICO,BARRANQUILLA-ATLANTICO,3602087,3145388071,emontenegro@agrodex.com.co,316338,,,Si,No,,Si,03. LIMPIO,No,,,Si
183480,860514592,12/31/2019,50 NIIF Pymes - Separados,Si,,DEPOSITO PRINCIPAL DE DROGAS LTDA,COMPRA Y VENTA DE PRODUCTOS  FARMACEUTICOS,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. ANUAL,6/27/1983,6/27/2033,ACTIVA,03. SOCIEDAD LIMITADA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 12 # 17 -67,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 12 # 17-67,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,3348660,3045720216,depositoprincipaldedrogas01@hotmail.com,195669,,,Si,No,,Si,03. LIMPIO,No,,,Si
183503,830096590,12/31/2019,50 NIIF Pymes - Separados,Si,0,SAPIA CIA SAS,"COMERCIALIZACION Y VENTA DE PRODUCTOS COLOMBIANOS EN EL EXTERIOR Y EN EL TERRITORIO NACIONAL, ADQUIRIDOS EN EL MERCADO INTERNO O FABRICADOS POR PRODUCTORES SOCIOS DE LAS MISMAS, Y EL DISEÑO, PRODUCCION , FABRICACION, COMERCIALIZACION, VENTA Y EXPORTACION DE ARTESANIAS. CUALQUIER ACTIVIDAD LICITA TANTO EN COLOMBIA COMO EN EL EXTRANJERO",G4759 - Comercio al por menor de otros artículos domésticos en establecimientos especializados,01. ANUAL,1/10/2002,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 161A 15 69,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CALLE 161A 15 69,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,7450595,3157959533,william@elmarket.co ,1147699,,,Si,Si,Crowe Co S.A.S.,Si,03. LIMPIO,No,,,Si
183554,811012295,12/31/2019,50 NIIF Pymes - Separados,Si,2628483,HOTEL DANN CARLTON MEDELLIN SA,CONSTRUCCION PROMOCION ADMINISTRACION Y VENTA DE ESTABLECIMIENTOS HOTELEROS Y AFINES,C1084 - Elaboración de comidas y platos preparados,01. ANUAL,8/1/1997,8/1/2047,ACTIVA,01. SOCIEDAD ANÓNIMA,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CRA 43 A 7-50,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CRA 43 A 7-50,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4445151,3137277497,contable@danncarlton.com,21-235102-4,,,Si,Si,CROWE,Si,03. LIMPIO,No,,,Si
183555,900736492,12/31/2019,50 NIIF Pymes - Separados,Si,,INVER JMA SAS,"la Sociedad tendra como objeto principal la inversion en proyectos de infraestructura y obras civiles, mediante el desarrollo directo de las actividades de construccion o la adquisicion de acciones y participaciones en companias constructoras. asi mismo, podra realizar cualquier otra actividad economica licita tanto en colombia como en el extranjero.",L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,01. ANUAL,5/29/2014,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 17 C SUR 44 76,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 17 C SUR 44 76,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4441787,3136414527,contabilidad@link-inmobiliario.com,2151354812,,,No,,,,,No,,,Si
183556,900098195,12/31/2019,50 NIIF Pymes - Separados,Si,,MAQINTELIGENTE SAS,CONTRUCCION DE VIAS,F4210 - Construcción de carreteras y vías de ferrocarril,01. ANUAL,7/14/2006,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CALLE 35B 3 17 LA CONCORDIA,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,CALLE 35B 3 17 LA CONCORDIA ,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,5725513,3125727665,maqinteligente@yahoo.com,236557,,,Si,No,,Si,03. LIMPIO,No,,,Si
183566,900655891,12/31/2019,50 NIIF Pymes - Separados,Si,,UNIDAD DE INFRAESTRUCTURA Y CONSTRUCCIONES ASOCIADAS SAS,UNIDAD DE INFRAESTRUCTURA Y CONSTRUCCIONES ASOCIADAS SAS,F4210 - Construcción de carreteras y vías de ferrocarril,01. ANUAL,8/22/2013,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV CALLE 100 N° 9A-45 TORRE 2 OFICINA 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AV CALLE 100 N° 9A-45 TORRE 2 OFICINA 501,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,6507777,3212344747,andresalvarado@termotecnica.com.co,2366088,,,Si,Si,CROWE CO,Si,03. LIMPIO,No,,,Si
183568,900332892,12/31/2019,50 NIIF Pymes - Separados,Si,,ENTERDEV S.A.S,"DESARROLLO DE APLICACIONES, FABRICA DE SOFTWARE, COMERCIALIZACIÓN, CONSULTORIA, EN PROGRAMAS DE INFORMATICA Y SUMINISTRO DE PROGRAMAS DE INFORMATICA.","J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",01. ANUAL,1/8/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CL 27 80 116,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CL 27 80 116,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4446486,3015789796,INFO@ENTERDEV.COM.CO,2142381812,,,Si,No,,Si,03. LIMPIO,No,,,Si
183574,860068394,12/31/2019,50 NIIF Pymes - Separados,Si,,AUTOMOTRICES E INVERSIONES SAS,"Inversion de capital en cualquier tipo societario, sociedades por acciones simplificadas o asimiladas, sociedades limitadas o asimiladas y en comandita o asimiladas",K6613 - Otras actividades relacionadas con el mercado de valores,01. ANUAL,12/4/1978,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,AV KRA 45 127D 38,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AV KRA 45 127D 38,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2591111,3102840539,aleida.corte@autonal.com,112018,,,Si,No,,Si,03. LIMPIO,No,,,Si
183598,900540792,12/31/2019,50 NIIF Pymes - Separados,Si,0,tucaya colombia sas,agencia de viajes,N7911 - Actividades de las agencias de viaje,01. ANUAL,1/1/2013,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,cr 7 12-25 of 1005,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,cr 7 12-25 of 1005,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2825149,3125967280,frank@tucaya.com,2238230,,,No,,,,,No,,,Si
183640,800187291,12/31/2019,50 NIIF Pymes - Separados,No,,HM INGENIERIA SAS,"estudios de diseño, consultoría, dirección, interventoría, asesoría y construcciones de toda clase de obras civiles y metalmecánicas",F4290 - Construcción de otras obras de ingeniería civil,01. ANUAL,1/23/1993,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,VIA 40 #73-290 LOCAL 24,ATLANTICO,BARRANQUILLA-ATLANTICO,VIA 40 #73-290 LOCAL 24,ATLANTICO,BARRANQUILLA-ATLANTICO,3852837,3045803402,contabilidad@hmingenieria.com,166827,,,Si,No,,Si,03. LIMPIO,No,,,Si
183643,900391392,12/31/2019,50 NIIF Pymes - Separados,No,,DUCA SAS,ACTIVIDADES INMOBILIARIAS,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,01. ANUAL,10/7/2010,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CLLE 11 C 31 105,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CLLE 11 C 31 105,ANTIOQUIA,MEDELLIN-ANTIOQUIA,3121888,3104249047,CONTABILIDAD@ESTRUCTURAR.CO,2143881712,,,No,,,,,No,,,Si
183695,830080150,12/31/2019,50 NIIF Pymes - Separados,Si,,SILICONAS Y QUIMICOS SAS,COMERCIALIZACION DE PRODUCTOS QUIMICOS BASICOS,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. ANUAL,12/1/2000,,ACTIVA,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,07. ACTIVIDAD ECONÓMICA DIFERENTE A LAS ANTERIORES,CR 14#127-10 OF 407,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CR 14#127-10 OF 407,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,2741799,3163574909,jvaquen@siliconasyquimicos.com,2480947,,,Si,Si,CABADELPA COLOMBIA SA,Si,03. LIMPIO,No,,,Si
